node_id,style_id,reason,status
Q6739958,kyokushin,"[taxonomy:mainland-japanese-kyokushin/confirmed] Two-time Kyokushin World Open champion (1979, 1984); current tags are only generic.",proposed
Q6782405,okinawa-goju-ryu-kenkyukai,[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Left the Jundokan in 2011 to found the Okinawa Goju-ryu Kenkyukai.,proposed
Q6782529,tsuruoka-ryu,"[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of Tsuruoka-ryu; father of Canadian karate, originally Chito-ryu.",proposed
Q6810356,imgka,"[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] First president of the IMGKA (until December 2015), the Meibukan's international organisation.",proposed
Q6830460,yoshukai-international,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of the Yoshukai International Karate Association (1980).,proposed
Q706955,seido-juku,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of Seido Juku (1976); currently tagged only with the generic 'te'.,proposed
Q709520,asai-ryu,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of the Japan Karate Shoto Federation (JKS); originator of Asai-ha Shotokan-ryu.,proposed
Q716133,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA hombu instructor and JKA chief instructor for Great Britain (KUGB).,proposed
Q723832,ryukyu-kobujutsu-kenkyukai,[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Studied kobujutsu under Yabiku Mōden from 1929 and received shihan menkyo in 1933 before re-founding the tradition as the Ryukyu Kobudo Hozon Shinkokai.,proposed
Q727360,dento-shito-ryu,[taxonomy:Shito-ryu complete tree (sty/plausible] Second sōke of the Mabuni line; Dentō Shitō-ryū is explicitly the tradition of Kenwa Mabuni as taught by Kenei Mabuni until his death in 2015.,proposed
Q7446702,ken-shin-kan,"[taxonomy:Goju-ryu tree (naha-te): Goj/confirmed] Founded the Ken-Shin-Kan school in Brazil in 1968; pioneer of Goju-ryu in South America, trained in the Higa Seko and Izumikawa line; current roster tags are generic.",proposed
Q7446770,beikoku-shidokan,"[taxonomy:Shorin-ryu (Kobayashi/Shobay/confirmed] Founder of the Beikoku (American) Shidōkan association, named in 2001 upon his 10th dan; headquartered at his Lansing dojo.",proposed
Q7827674,yamanni-chinen-ryu-rbkd,[taxonomy:kobudo (complete Okinawan/Ry/confirmed] Co-founded the RBKD with Kishaba Chōgi in 1985 to bring Yamanni-ryū to the West; chief instructor of RBKD USA (8th dan Yamanni-ryū).,proposed
Q8021897,kyokushin,[taxonomy:mainland-japanese-kyokushin/confirmed] Famous Kyokushin World Open competitor; tags currently generic.,proposed
Q8062088,iskf,[taxonomy:mainland-japanese-kyokushin/confirmed] ISKF co-founder and vice chief instructor under Okazaki.,proposed
Q896129,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA instructor and long-time JKA chief instructor for Germany (founder of DJKB).,proposed
Q922328,jka,[taxonomy:mainland-japanese-kyokushin/confirmed] JKA hombu instructor and JKA world kumite champion; current tags are generic.,proposed
Q97666381,wado-kokusai,[taxonomy:mainland-japanese-kyokushin/confirmed] Founder of the Wado International Karate-do Federation (WIKF); current tags lack any Wado style.,proposed
