node_id,name,name_native,birth_year,death_year,styles,locality,wikipedia_url,reason,status
J0145,Nobuko Oshiro,大城信子,,,daishinkan,"Urasoe, Okinawa (浦添市内間4-19-8)",,"[japanese sweep/confirmed] Head of the 大信館本部道場 (Daishinkan honbu) and the 前田道場 under 沖縄空手道小林流大信館協会, a Kobayashi Shorin-ryu organisation. One of only two women on the 15-member board of 沖縄伝統空手道振興会, and the only woman heading a headquarters dojo in the prefectural register — notable given how thinly women are represented in the current roster. Reading of the given name 信子 is standard Nobuko but is not furigana-confirmed in the extracted register text. No dates located; I assert none. The affiliated 大信館 首里道場 and 港川同好会 are headed by 銘苅徳人 Norito Mekaru, also absent. | https://okic.odks.jp/pdf/okinawadojolist.pdf | https://www.odks.jp/aboutus/officers.html",proposed
J0146,Toru Kadekaru,嘉手苅徹,,,goju-ryu,"Naha, Okinawa (那覇市首里石嶺町3-90-5)",,"[japanese sweep/plausible] Head of the 剛柔流道場 in Shuri Ishimine under 沖縄剛柔流空手道協会, listed in the prefectural dojo register. Also active as an academic historian of karate, which makes him unusual among the register entries and useful as a secondary-source author on Okinawan karate history. Reading confirmed by furigana (カデカル トオル). No dates located and no teacher stated in the sources I consulted; I assert neither. Included here because his absence from the roster is notable given his published profile. | https://okic.odks.jp/pdf/okinawadojolist.pdf | https://ogkk.okinawa/archives/about/profile",proposed
J0147,Kazuo Uezato,上里一雄,,,goju-ryu,Okinawa (沖縄県立武道館),,"[japanese sweep/confirmed] Head of the 専武館 上里道場 under 沖縄剛柔流・泊手空手道協会 (Okinawa Goju-ryu / Tomari-te Karate-do Association), training at the Okinawa Prefectural Budokan. Vice-director (副理事長) of 沖縄伝統空手道振興会, listed there as Goju-ryu. Reading confirmed by OKIC furigana (ウエザト カズオ). No dates or teacher located; I assert neither. The Senbukan honbu is headed by 渡嘉敷唯夫 Tadao Tokashiki, also absent and distinct from roster 渡嘉敷唯賢 Iken Tokashiki (Gohakukai) despite the near-identical name — a collision worth flagging. | https://okic.odks.jp/pdf/okinawadojolist.pdf | https://www.odks.jp/aboutus/officers.html",proposed
J0148,Kunio Uehara,上原邦男,,,shorin-ryu,Okinawa,,"[japanese sweep/plausible] Executive director (専務理事) of 一般社団法人沖縄伝統空手道振興会, the prefecture's peak traditional-karate body, listed with Shorin-ryu affiliation. The executive directorship is the senior full-time administrative post in Okinawan traditional karate. No dates, dojo or teacher located in the sources consulted; I assert none. Listed here on the strength of the office alone. Reading of 邦男 is standard Kunio but not furigana-confirmed. | https://www.odks.jp/aboutus/officers.html",proposed
J0149,Eisho Nakazato,仲里栄昭,,,shorin-ryu,"Yaese, Okinawa (八重瀬町友寄903-41)",,"[japanese sweep/confirmed] Head of the 仲里本部道場 under 沖縄小林流空手古武道協会, and a board member of 沖縄伝統空手道振興会. Reading confirmed by OKIC furigana (ナカザト エイショウ). Distinct from roster 仲里稔 C00368, 仲里周五郎 Q3482635 and 仲里常延 C00098, and from 仲里武思 above — four separate Nakazato lineage heads, which is exactly the kind of distinction that collapses under English-only search. No dates or teacher located; I assert neither. | https://okic.odks.jp/pdf/okinawadojolist.pdf | https://www.odks.jp/aboutus/officers.html",proposed
J0150,Takashi Okuma,奥間隆,,,goju-ryu,"Naha, Okinawa (那覇市首里末吉町2-19, 末吉公民館)",,"[japanese sweep/confirmed] Head of the 空心館 (Kushinkan) dojo in Sueyoshi, Shuri, and a board member of 沖縄伝統空手道振興会, listed there as Goju-ryu. Reading confirmed by OKIC furigana (オクマ タカシ). No dates or teacher located; I assert neither. | https://okic.odks.jp/pdf/okinawadojolist.pdf | https://www.odks.jp/aboutus/officers.html",proposed
J0151,Kim Un-yong,,1931,2017,kukki-taekwondo,"Daegu, South Korea",,"[japanese sweep/confirmed] The single most consequential administrative figure in Korean karate/taekwondo history and completely absent from the roster. President of the Korea Taekwondo Association 1971-1991; founded the World Taekwondo Federation on 28 May 1973 and led it until 2004; president of the Kukkiwon (국기원, 國技院, established 30 November 1972); IOC vice-president. He drove taekwondo's adoption as an Olympic sport. Important caveat for a lineage graph: neither the Korean nor the English source documents any dojang teacher or kwan for him. He is an institutional node, not a technical one, and should be modelled as such rather than given a fabricated teacher. He resigned his IOC, WTF and Kukkiwon posts and received a two-year sentence in 2004 over federation funds. Death date from ko.wikipedia. | https://ko.wikipedia.org/wiki/김운용 | https://en.wikipedia.org/wiki/Kim_Un-yong",proposed
J0152,Kim Bok-man,,1934,2021,itf-taekwondo|oh-do-kwan,"Korea; Vietnam, Malaysia, Singapore, Indonesia, Philippines,",,"[japanese sweep/confirmed] Exactly the kind of figure the client's Hamada example points at: thin in English karate sources, documented in Korean. ko.wikipedia 김복만 (무술가) gives the hanja 金福萬 and the dates. Master-sergeant in the ROK Army (serial 0245228 per the ITF's own pioneer register), one of the three named co-designers of the Chang Hon (창헌류) tul alongside Nam Tae-hi and Han Cha-kyo, head of the first ITF demonstration team 1967-68, and the man who established ITF footholds across Southeast Asia, introducing taekwondo to Vietnam from 1959. ko.wikipedia records that he began training in the Korean art of 택견 (taekkyon) in 1941 at age seven, which is a rare documented taekkyon-to-taekwondo link. Founded Chun Kuhn Taekwondo / Chun Kuhn Do. Note this is NOT the same as the existing style id chun-kuk-do (Chuck Norris); the names are near-homographs in romanisation and must be kept distinct. | https://ko.wikipedia.org/wiki/김복만_(무술가) | https://itftkd.sport/history/pioneers/",proposed
J0153,Choi Kwang-jo,최광조,1942,,itf-taekwondo,"Daegu, Korea; Atlanta, Georgia, USA",,"[japanese sweep/confirmed] ko.wikipedia 최광조 gives the precise birth date and birthplace (Daegu, 2 March 1942) and describes him as a former national taekwondo representative and one of the twelve original masters of the Korea Taekwondo Association. He was an ITF chief instructor before emigrating to the USA in 1970, and founded Choi Kwang Do (최광도) on 2 March 1987, headquartered in Atlanta. Neither source I could read names his kwan of origin or a specific individual teacher beyond the ITF/Choi Hong-hi organisation, so the teacher link below is organisational rather than confirmed personal instruction. No hanja found in the Korean source. | https://ko.wikipedia.org/wiki/최광조 | https://en.wikipedia.org/wiki/Choi_Kwang_Do",proposed
J0154,Yoo Eung-jun,유응준,,,chung-do-kwan,Seoul,,"[japanese sweep/plausible] The missing second kwanjang of the Chung Do Kwan. Lee Won-kuk appointed him successor before leaving for Japan; he and Son Duk-sung ran instruction at the dojang immediately after the outbreak of the Korean War, and he then went north (the English source says defected; the Korean 9대관 accounts simply place him among those lost to the North), after which Son Duk-sung took the position. His absence leaves a hole between Won Kuk Lee (Q9096235) and Son Duk-sung (A0150) in the Chung Do Kwan succession. No dates and no hanja established. | https://m.cafe.daum.net/tsa./IqRR/10 | https://en.wikipedia.org/wiki/Chung_Do_Kwan",proposed
J0155,Kang Suh-chong,강서종,,,chung-do-kwan,"Seoul; Brooklyn, New York",,"[japanese sweep/confirmed] Also romanised Suh Chong Kang. A senior Chung Do Kwan student of Lee Won-kuk who founded the Kuk Mu Kwan (국무관) in 1953, one of the Chung Do Kwan sub-kwans, and who was the first president of the American Taekwondo Association 1969-1978, opening a Brooklyn academy in 1969. He also appears in the ITF's own register of early military taekwondo instructors. That combination makes him a genuine bridge node between the 청도관 line, the ROK Army line and the ATA (songahm-taekwondo), and none of it is currently in the data. No dates or hanja established. | https://en.wikipedia.org/wiki/Chung_Do_Kwan | https://itftkd.sport/history/pioneers/",proposed
J0156,Hyun Jong-myun,현종명,,,chung-do-kwan|itf-taekwondo,Seoul,,"[japanese sweep/confirmed] Chung Do Kwan 사범 (instructor) and later an ITF grandmaster, listed in the ITF's own pioneer register. Korean accounts of the naming committee record 손덕성 (Chung Do Kwan 관장) and 현종명 (Chung Do Kwan 사범) as the Chung Do Kwan participants when the term 태권 was adopted at the 고문회 of 19 December 1955, which puts him at the single most cited event in Korean taekwondo history. Ignore the hanja 現宗明 that circulates in the copied 9대관 text; it is a machine mis-conversion. No dates established. | https://itftkd.sport/history/pioneers/ | https://m.cafe.daum.net/tsa./IqRR/10",proposed
J0157,Ko Jae-chun,고재천,,,chung-do-kwan|oh-do-kwan|itf-taekwondo,Korea; Vietnam,,"[japanese sweep/confirmed] Chung Do Kwan senior who moved into the army line; ROK Army colonel, army serial 206717 in the ITF pioneer register, listed among the early military taekwondo instructors under Choi Hong-hi. Appears in the standard Korean 9대관 list of Chung Do Kwan graduates. No dates or hanja established. | https://itftkd.sport/history/pioneers/ | https://m.cafe.daum.net/tsa./IqRR/10",proposed
J0158,Woo Jong-lim,우종림,,,chung-do-kwan|oh-do-kwan|itf-taekwondo,Korea,,"[japanese sweep/confirmed] The highest-ranking soldier in the early taekwondo cadre: ROK Army major-general, serial 209252 in the ITF pioneer register, and a named Chung Do Kwan graduate in the Korean 9대관 lists. Relevant because the Oh Do Kwan's spread through the ROK military is the mechanism by which taekwondo displaced the civilian kwan names, and none of the military instructors except Nam Tae-hi and Han Cha-kyo are currently in the data. No dates or hanja established. | https://itftkd.sport/history/pioneers/ | https://m.cafe.daum.net/tsa./IqRR/10",proposed
J0159,Baek Joon-ki,백준기,,,chung-do-kwan|oh-do-kwan|itf-taekwondo,Korea,,"[japanese sweep/confirmed] ROK Army colonel, serial 210430 in the ITF pioneer register, listed among the early military taekwondo instructors, and named in the Korean 9대관 list of Chung Do Kwan graduates. No dates or hanja established. | https://itftkd.sport/history/pioneers/ | https://m.cafe.daum.net/tsa./IqRR/10",proposed
J0160,Kim Suk-kyu,김석규,,,chung-do-kwan|oh-do-kwan|itf-taekwondo,Korea,,[japanese sweep/confirmed] ROK Army lieutenant-colonel in the ITF's register of early military taekwondo instructors and a named Chung Do Kwan graduate in the Korean 9대관 lists. No dates or hanja established. | https://itftkd.sport/history/pioneers/ | https://m.cafe.daum.net/tsa./IqRR/10,proposed
J0161,Kwak Kuen-sik,곽근식,,,chung-do-kwan,Seoul,,"[japanese sweep/confirmed] Named in the standard Korean 9대관 roll of Chung Do Kwan graduates, between 고재천 and 김석규. Frequently romanised Kwak Keun-sik. No dates or hanja established; the 郭根式 that appears in the copied Daum text is a machine mis-conversion and should not be ingested. | https://m.cafe.daum.net/tsa./IqRR/10 | https://m.cafe.daum.net/tkd1944/3y9j/1",proposed
J0162,Chung Yong-taek,정영택,1921,2006,chung-do-kwan,"Seoul; Kansas City, Missouri",,"[japanese sweep/plausible] Also romanised Yong Taek Chung. Named in the Korean 9대관 roll of Chung Do Kwan graduates; the English Chung Do Kwan article gives the dates 1921 to 11 November 2006 and records that he opened a Kansas City school in 1974. The death date rests on that single English source, so verify against a Korean obituary before treating it as firm. | https://en.wikipedia.org/wiki/Chung_Do_Kwan | https://m.cafe.daum.net/tsa./IqRR/10",proposed
J0163,Park Hae-man,박해만,,,chung-do-kwan|kukki-taekwondo,Seoul,,"[japanese sweep/plausible] Also romanised Hae Man Park. A senior Chung Do Kwan figure long associated with Kukkiwon leadership and one of the most-cited living links to the pre-unification Chung Do Kwan. Named students include Edward B. Sell, Brenda J. Sell, Manny Sosa and Oscar Tajes. Lower confidence than the others in this block: I could reach only one usable source (ko.wikipedia 박해만 returns 404 and the Korean history sites listed above were unreachable), so the entry should be re-verified in a Korean source before ingestion. No dates or hanja established. | https://en.wikipedia.org/wiki/Chung_Do_Kwan | https://itftkd.sport/history/pioneers/",proposed
J0164,Bae Young-ki,배영기,,,ji-do-kwan,Seoul,,"[japanese sweep/confirmed] Third kwanjang of the Jidokwan. mookas 17833 reproduces a 동아일보 promotion notice of 23 July 1946 listing him among the mid-level grades at 조선연무관 권법부 alongside 전일섭 and 이종우, and gives the Jidokwan directorship sequence 윤쾌병 (1st), 이종우 (2nd), 배영기 (3rd), 이종우 (4th), 이승완 (5th), 안학선 (6th). He is therefore a direct student of Chun Sang-sup (A0155) and a predecessor/successor of Lee Chong-woo (A0176), both already in the roster. No dates or hanja established. | https://mookas.com/news/17833 | https://en.wikipedia.org/wiki/Jidokwan",proposed
J0165,Lee Seung-wan,이승완,,,ji-do-kwan|kukki-taekwondo,Seoul,,"[japanese sweep/confirmed] Fifth kwanjang of the Jidokwan per mookas 17833, and listed as the current head of Jidokwan (romanised there as Sung Wan Lee) in the English Jidokwan article. Also prominent in Kukkiwon governance. Successor in the 이종우 (A0176) line. No dates or hanja established; note the romanisation varies (Lee Seung-wan / Lee Sung-wan). | https://mookas.com/news/17833 | https://en.wikipedia.org/wiki/Jidokwan",proposed
J0166,Ahn Hak-seon,안학선,,,ji-do-kwan,Seoul,,"[japanese sweep/plausible] Sixth kwanjang of the Jidokwan in the succession list given by mookas 17833. Single-source only, so lower confidence than the rest of the Jidokwan block; worth confirming against 세계태권도지도관연맹 material (the Jidokwan relaunched under that name, per 태권도신문). No dates or hanja established. | https://mookas.com/news/17833 | https://www.tkdnews.com/news/articleView.html?idxno=51454",proposed
J0167,Jeon Il-seop,전일섭,,,ji-do-kwan,Seoul,,[japanese sweep/confirmed] Younger brother of Chun Sang-sup (A0155) and one of the mid-level grades promoted at 조선연무관 권법부 in the 동아일보 notice of 23 July 1946. He appears in both mookas articles on the Jidokwan's origins. Family link makes him useful for disambiguating the two men in the 1952 POW-roster controversy over 전상섭. No dates or hanja established. | https://mookas.com/news/17833 | https://mookas.com/news/17782,proposed
J0168,Hong Chong-soo,홍종수,,,moo-duk-kwan|moo-duk-kwan-taekwondo,Seoul,,"[japanese sweep/confirmed] One of the original Moo Duk Kwan cohort of railway-bureau (철도국) employees who trained at Hwang Kee's Yongsan dojang, and one of the three senior students who in March/April 1965 led a large body of practitioners out of Hwang Kee's organisation into the taekwondo unification movement. Korean accounts (mookas) state that 김영택 and 홍종수 were the prime movers in expelling Hwang Kee from the Moo Duk Kwan in March 1965, that 이강익 then took the kwanjang post briefly, that 홍종수 succeeded him, and that 오세준 continued the line. He is named as a founder in styles_current's moo-duk-kwan-taekwondo entry but has no roster record. No dates or hanja established. | https://en.wikipedia.org/wiki/Moo_Duk_Kwan_Taekwondo | https://mookas.com/news/17586",proposed
J0169,Kim Young-taek,김영택,,,moo-duk-kwan|moo-duk-kwan-taekwondo,Seoul,,[japanese sweep/confirmed] Named first in styles_current's moo-duk-kwan-taekwondo founder field yet absent from the roster. With 홍종수 he led the March 1965 break from Hwang Kee that took most of the Moo Duk Kwan membership into the Korea Taekwondo Association. This split is the single largest schism in the Korean data and currently has no people attached to it at all. No dates or hanja established. | https://en.wikipedia.org/wiki/Moo_Duk_Kwan_Taekwondo | https://mookas.com/news/17586,proposed
J0170,Lee Kang-ik,이강익,,,moo-duk-kwan|moo-duk-kwan-taekwondo,Seoul,,"[japanese sweep/confirmed] One of the founding railway-bureau cohort of the Moo Duk Kwan and the third of the trio behind the 1965 split; he became president of Moo Duk Kwan Taekwondo in April 1965 and took the kwanjang post, but stepped down after a short time, being succeeded by 홍종수. Named in styles_current's moo-duk-kwan-taekwondo founder field but absent from the roster. No dates or hanja established. | https://en.wikipedia.org/wiki/Moo_Duk_Kwan_Taekwondo | https://mookas.com/news/17586",proposed
J0171,Oh Se-jun,오세준,,,moo-duk-kwan-taekwondo,Seoul,,"[japanese sweep/plausible] Successor to 홍종수 as head of the taekwondo-side Moo Duk Kwan line, per Korean reporting on the kwan's leadership sequence after the 1965 split. Lower confidence: he appears in Korean news summaries of the succession rather than in a detailed biography, and I found no dates or hanja. Include as a lead. | http://www.ourtoday.co.kr/news/article.html?no=23340 | https://mookas.com/news/17586",proposed
J0172,Kim Un-chang,김운창,,,moo-duk-kwan,Seoul (Yongsan),,"[japanese sweep/confirmed] Holder of 관번 1번, membership number one, of the Moo Duk Kwan: literally Hwang Kee's first registered student. The Korean sources list the founding cohort as 김운창, 홍종수, 최희석, 남삼현, 김인석, 이복성, 황진태, 원용법, 정창영, 이강익, all employees of the railway bureau, which is why the dojang was known as the 철도국도장. Being student number one makes him a natural anchor for the Moo Duk Kwan subtree. No dates or hanja established; note mookas 17586 also renders a 김용덕 in the early list, so the cohort names vary slightly by source. | https://mookas.com/news/17586 | http://www.ourtoday.co.kr/news/article.html?no=23340",proposed
J0173,Lee Haeng-ung,,,2000,songahm-taekwondo,"Korea; Little Rock, Arkansas, USA",,"[japanese sweep/confirmed] Named as founder of songahm-taekwondo in styles_current yet entirely absent from the roster. Usually written H.U. Lee in English. Korean sources give his 호 (pen name) as 송암 (松岩), which is the origin of the name Songahm, and credit him with creating the 송암류 poomsae; he entered the USA in 1962, settled in Little Rock in 1976, built the ATA into roughly 800 schools and 150,000 students, and taught Bill Clinton. Arkansas designated 9 June as Lee Haeng-ung Day. DEATH: 5 October 2000, of lung cancer, at his home in Little Rock, per 경향신문 and mookas. BIRTH: I could not source a birth date directly. The Korean obituary reports him dying at age 62 in October 2000, which implies c.1938, whereas English-language ATA material commonly gives 1936. I have entered c.1938 flagged as approximate; this needs a documentary source before ingestion. Posthumously awarded the 청룡장 sports medal by the Korean government in 2000. | https://mookas.com/news/15529 | https://www.khan.co.kr/article/200010061910571",proposed
J0174,Lee Soon-ho,이순호,,,songahm-taekwondo,"Little Rock, Arkansas, USA",,"[japanese sweep/confirmed] Younger brother of 이행웅 and the ATA's second Grand Master. ko.wikipedia 이순호 (무술가) records that he joined his brother in America in 1969, took the Grand Master title at the 2002 ATA World Championships following his brother's death, stepped down in 2011, and holds the position of 명예단장 (honorary chairman) of ATA Songahm Taekwondo. Alive as of the article. Single Korean source; no dates or hanja given there. | https://ko.wikipedia.org/wiki/이순호_(무술가) | https://mookas.com/news/15529",proposed
J0175,Choi Jung-hwa,최중화,1954,,itf-choi-jung-hwa|itf-taekwondo,"Jeju Island, Korea; Canada; UK",,"[japanese sweep/confirmed] Named as founder of the style id itf-choi-jung-hwa in styles_current but absent from the roster. Son of Choi Hong-hi (Q356335) and his direct student. Born 20 May 1954 on Jeju; also known as James Choi. Served as ITF Vice Secretary then Secretary General, and was elected his father's successor to the presidency by ITF members in 2001 (styles_current dates the branch 2002, which matches the post-death formalisation). Credited with introducing and developing ITF taekwon-do in Poland, Yugoslavia, Czechoslovakia, Romania, the USSR and the DPRK. 9th dan. | https://en.wikipedia.org/wiki/Choi_Jung-hwa | https://itftkd.sport/history/pioneers/",proposed
J0176,Chang Ung,장웅,1938,2026,itf-chang-ung|itf-taekwondo,"Pyongyang, DPRK",,"[japanese sweep/plausible] Named as founder of the style id itf-chang-ung in styles_current but absent from the roster. North Korean sports administrator, born 5 July 1938 in Pyongyang. President of the ITF from 22 September 2002 until 26 August 2015, then Honorary Life President; IOC member for the DPRK from 1996, honorary member from 2018. Like Kim Un-yong he is an administrative rather than technical node and no dojang teacher is documented. DEATH CAVEAT: the English Wikipedia article states he died on 29 March 2026. That is a very recent date resting on a single English source and I could not corroborate it in Korean or DPRK reporting within this session. Do not treat the death as established until a Korean-language obituary is found. | https://en.wikipedia.org/wiki/Chang_Ung | https://itftkd.sport/history/pioneers/",proposed
J0177,Kwon Jae-hwa,권재화,,,itf-taekwondo,Korea; Germany,,"[japanese sweep/plausible] Listed by name among the key ITF leaders in the federation's own pioneer register, and known as the man who established ITF taekwon-do in Germany and much of continental Europe. LOW CONFIDENCE ENTRY: I could reach only the ITF register (en.wikipedia Kwon_Jae-hwa returns 404 and the search budget was exhausted before I could locate a German or Korean biography). No dates, no hanja, no named teacher confirmed beyond the ITF organisational context. Flagged as a lead requiring further work, ideally in German-language sources (Kwon Jae Hwa Taekwon-Do) and Korean. | https://itftkd.sport/history/pioneers/",proposed
J0178,Choi Yong-sool,최용술,1899,1986,daito-ryu,"Yeongdong, North Chungcheong; Daegu",,"[japanese sweep/confirmed] Major structural gap: hapkido has no style node and its founder is absent, despite the roster already containing his teacher Sokaku Takeda (A0233, daito-ryu) and the daito-ryu style. ko.wikipedia 최용술 records that he was taken to Japan at age eight and became a student of 武田惣角 (Takeda Sokaku), studying what he called Daito-ryu Aiki-jujutsu; he returned to Korea after the Pacific War and began teaching around 1948 in a brewery owned by the father of his first student; he called the art 야와라/유술, then 유권술, before it became 합기도. He held the title 도주 (道主). Adding him connects the Korean cluster into the existing Japanese jujutsu subtree. Note that the Takeda discipleship is disputed by some scholars (no entry in Takeda's eimeiroku); ko.wikipedia states it without qualification, so record it as claimed lineage. | https://ko.wikipedia.org/wiki/최용술 | https://ko.wikipedia.org/wiki/지한재",proposed
J0179,Ji Han-jae,지한재,1936,2026,,"Andong, Korea; Arizona, USA",,"[japanese sweep/plausible] The man who systematised hapkido and, per ko.wikipedia, gave it its organisational form. Studied under 최용술 from 1949 to 1956; taught at the Korea Military Academy in the 1960s and instructed the presidential security office; demonstrated hapkido at the White House in 1969, where ko.wikipedia records he formed a connection with the taekwondo instructor 이준구 (Jhoon Rhee, Q1046410, already in the roster). Played the hapkido master in Bruce Lee's Game of Death. Emigrated to the USA in 1984 and founded Sin Moo Hapkido (신무합기도). DEATH CAVEAT: ko.wikipedia gives 28 January 2026 in Arizona, aged 89. That is very recent and rests on this single source; corroborate before ingesting the death. | https://ko.wikipedia.org/wiki/지한재 | https://ko.wikipedia.org/wiki/최용술",proposed
J0180,Song Deok-gi,,1893,1987,,"Jongno-gu, Seoul",,"[japanese sweep/confirmed] Taekkyon (택견) has no style node and its sole documented transmitter is missing, even though the roster's Korean cluster leans on the claim that taekwondo descends from indigenous Korean practice, and Kim Bok-man's Korean biography explicitly records taekkyon training from 1941. ko.wikipedia gives hanja 宋德基, born 1893 in Jongno-gu Seoul, died 1987; designated holder of Important Intangible Cultural Property No. 76. He wrote that he began taekkyon at age twelve under a master named 임호 (Im Ho) of Pilun-dong, Seoul. After liberation he was, in the article's words, the sole surviving transmitter of the art. Published 한국의 전통무예 택견 in 1988. His principal student was 신한승 (Shin Han-seung), who was the co-holder with him; I could not fetch a Shin Han-seung article (ko.wikipedia 신한승 returns 404) so I have not written Shin up separately, but he is a further genuine gap. | https://ko.wikipedia.org/wiki/송덕기",proposed
J0181,Okamoto Minoru,岡本実,,,renbukai,Tokyo,,"[japanese sweep/plausible] Second 館長 of the 錬武舘, the successor organisation to the Korean-founded 韓武舘, per ja.wikipedia 全日本空手道連盟錬武会. Absent from the roster (no 岡本実 and no Minoru Okamoto). Completes the Kanbukan-to-Renbukai leadership chain alongside 中村典夫, 尹快炳 (A0152) and 金城裕 (W0002). No dates established. Lower confidence than the Nakamura entry: named in a single Japanese article with no further detail. | https://ja.wikipedia.org/wiki/全日本空手道連盟錬武会",proposed
J0182,William Oliver,ウィリアム・オリバー,1952,2005,kyokushin|seido-juku|kenshikai-oliver,"New York, USA",,"[japanese sweep/plausible] ABSENT from roster_current.tsv (grep 'Oliver' returns nothing). American karateka who went to Japan and trained at the Kyokushin honbu dojo; ja.wikipedia's 極真会館 article lists him among the Americans (チャールズ・マーチン, ウィリアム・オリバー, ウィリー・ウィリアムス) who trained at honbu and were then appointed branch heads or instructors at home. Competed at the 1975 1st World Open. Left Kyokushin with Nakamura Tadashi and became chief instructor (主席師範) of Seido Juku, then founded his own 賢士会 (Kenshikai) in New York in 2002. DEATH: ja.wikipedia states he died 20 November 2005 aged 52 of sudden cardiac arrest; note that this ja.wikipedia article carries a maintenance banner warning of insufficient citations, so the death date is reported on that article's authority only and should be corroborated before being treated as firm. | https://ja.wikipedia.org/wiki/%E3%82%A6%E3%82%A3%E3%83%AA%E3%82%A2%E3%83%A0%E3%83%BB%E3%82%AA%E3%83%AA%E3%83%90%E3%83%BC | https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8",proposed
J0183,Ademir da Costa,アデミール・ダ・コスタ,1961,,kyokushin,Brazil,,"[japanese sweep/confirmed] ABSENT from roster_current.tsv (grep 'da Costa' returns nothing), even though his teacher Seiji Isobe (Q780966) and his student Francisco Filho (Q3081845) are both already in it, so he is a hole in an existing chain. Full name Ademir Sidnei Ferreira da Costa. Trained at the Kyokushin Brazil branch under Isobe Seiji; black belt at 16; beat world champion Nakamura Makoto in 1981; 4th at the 3rd World Open (1984); completed the 100-man kumite (百人組手) in 1987. ja.wikipedia's 極真会館 article lists him with Francisco Filho as the Brazilians produced by Ōyama's overseas dispatch policy. He coached Filho's kicking and cornered him for Filho's successful 1995 100-man kumite. ja.wikipedia also says he went on to found and direct an organisation rendered as 'Seiwakai' — I could not confirm its kanji, so I have NOT proposed a style id for it; note the roster already has an unrelated `seiwakai` (Tasaki's Gōjū), so any future id must not collide. No death is asserted; sources indicate he is living. | https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%87%E3%83%9F%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%80%E3%83%BB%E3%82%B3%E3%82%B9%E3%82%BF | https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8",proposed
J0184,Michel Wedel,ミッシェル・ウェーデル,1958,,kyokushin,"Netherlands (later Michigan, USA)",,"[japanese sweep/confirmed] ABSENT from roster_current.tsv (grep 'Wedel' returns nothing). Dutch karateka, entered Kyokushin in 1973, listed on ja.wikipedia's 極真会館 article among the Dutch group (ジョン・ブルミン, ヤン・カレンバッハ, ルック・ホランダー, ハワード・ロブマン, ミッシェル・ウェーデル, ジェラルド・ゴルドー, ピーター・スミット) — the first three of whom ARE already rostered, so his absence is inconsistent. 1981 European heavyweight champion; 3rd World Open 1984; 4th European champion 1987; reached round 5 of the 4th World Open 1987 with four straight ippon wins before losing to Ademir da Costa. 197cm/104kg, nicknamed 'Europe's strongest man'. Later a marketing professor at Michigan State University. No death asserted. | https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%83%E3%82%B7%E3%82%A7%E3%83%AB%E3%83%BB%E3%82%A6%E3%82%A7%E3%83%BC%E3%83%87%E3%83%AB | https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8",proposed
J0185,Gerard Gordeau,ジェラルド・ゴルドー,1956,,kyokushin,"The Hague, Netherlands",,"[japanese sweep/plausible] ABSENT from roster_current.tsv (grep 'Gordeau' returns nothing). Dutch Kyokushin karateka named on ja.wikipedia's 極真会館 article in the Netherlands group of foreigners who trained at the Japanese honbu. Competed in the Kyokushin World Open; also trained amateur wrestling, boxing, judo and savate. Founded and heads 道場鎌倉 (Dojo Kamakura) in the Netherlands, teaching alongside his brothers. Best known outside karate for reaching the UFC 1 final (1993) and for K-1/RINGS/UWF appearances in Japan. Included here because he is a Japanese-documented Dutch dojo head whose karate line runs back to the Kyokushin honbu; if the dataset excludes MMA-primary figures he can be dropped, but note that Sam Greco and Francisco Filho are treated the same way and Filho IS rostered. No death asserted. | https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%AB%E3%83%89%E3%83%BB%E3%82%B4%E3%83%AB%E3%83%89%E3%83%BC | https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8",proposed
J0186,Sam Greco,サム・グレコ,1967,,kyokushin|seidokaikan,"Melbourne, Australia",,"[japanese sweep/confirmed] ABSENT from roster_current.tsv (grep 'Greco' returns nothing). Australian; began Kyokushin at age 11, later moved to Seidōkaikan (石井和義's organisation, roster Q2636225) before K-1 from 1994. ja.wikipedia's 極真会館 article names him with Australia alongside ジョン・テイラー as products of Ōyama's overseas dispatch policy. His individual ja.wikipedia article confirms the Kyokushin-then-Seidōkaikan progression but does not name his personal instructor, so the teacher edges below are organisational rather than named-master edges and are marked accordingly. No death asserted. | https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%A0%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%B3 | https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8",proposed
