kind,what,reason,override_file
node_addition,Gosen Yamaguchi (A0136),"[branch completion] Second son of Gogen Yamaguchi (Kishio Gosen); taught Goju-Kai in San Francisco from 1963 and briefly succeeded his father as JKGA/IKGA president in 1989, dying in 1990 aged 49.",node_additions.csv
node_addition,Greg Lindquist (R0169),[research/] Not in the roster.,node_additions.csv
node_addition,Gushiken Shintoku (J0050),"[10th-dan register] President of the (International) Okinawan Goju-ryu Karate-do Seibukai, appointed after the death of founder Nakasone Kinei (1936-2002); heads the Seibukai general headquarters dojo in Okinawa City (Takahara/Matsumoto), c",node_additions.csv
node_addition,Hajimu Takashima (A0102),"[branch completion] Third of the senior instructors Otsuka dispatched in 1963 with Suzuki and Arakawa to spread Wado-ryu internationally, named in the Wado-ryu and Toru Arakawa Wikipedia articles.",node_additions.csv
node_addition,Hamahiga Pechin (KN004),[kata namesake] Of Hamahiga Island; the sai kata Hamahiga no Sai and tonfa kata Hamahiga no Tonfa bear his name. Added because the kata database credits this figure but the map did not contain them.,node_additions.csv
node_addition,Han Bong-soo (R0208),"[research/] The man who put hapkido in front of a Western audience. Trained under Choi Yong-sool from his teens, over fifty years in the art; in 1967 he taught self-defence to American and Korean military personnel on a Korea Hapkido Association demonstration team and emigrated to the United States that year; founded the International Hapkido Federation in 1974 and led it until his death. He choreographed the",node_additions.csv
node_addition,Han Cha-kyo (A0178),"[wave4] One of the twelve original masters of taekwondo; trained under Nam Tae-hi, Son Duk-sung and Uhm Woon-kyu; helped establish the Oh Do Kwan; pioneer instructor in Singapore and Chicago.",node_additions.csv
node_addition,Han Young-tae (KP018),"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. Moo Duk Kwan representative added to the KTA poomsae committee in 1971, that is, the delegate of the faction that left Hwang Kee to join the KTA. His inclusion, alongside Ji Do Kwan's, is the documented reason the entire Taegeuk series exists. Absent from the roster.",node_additions.csv
node_addition,Hanashiro Tetsuo (J0043),"[10th-dan register] 10th dan of Yabiku-ryu (屋比久流心拳八重山拳法王道会), the Yaeyama Kenpo school of Ishigaki Island, recognised in 2002 as Ishigaki's sole indigenous martial-arts culture. Appointed second-generation chairman (二代目会長) in 2007 (Heisei 19",node_additions.csv
node_addition,Haruko Matayoshi (N0059),"[book:Guarelli, Okinawan Kobudo SECTION 8] Absent. Shinpo Matayoshi's widow; after his 1997 death she was the school's principal historical source (guarelli_01 l.376) and a special councillor of the Kodokan (guarelli_02 l.203). Not a practi",node_additions.csv
node_addition,Harumitsu Kinjo (J0090),[japanese sweep/confirmed] 館長 of 木鶏館道場 (Mokkeikan) in Okinawa City and 副会長 (vice-chairman) of the 沖縄本部御殿手空手古武術協会. Runs one of the very few named Motobu Udundi dojo with an independent web presence in Japanese. Given name reading Harumitsu is the standard reading of 春光; not separately attested. | https://mokkeikan.jimdofree.com/ | https://mutubu-udundi.okinawa/,node_additions.csv
node_addition,Haruyoshi Shimabukuro (J0138),"[japanese sweep/confirmed] Head of 上地流那覇南修武館 (Naha-nan Shubukan) under 上地流空手道協会. Designated a prefectural intangible cultural property holder in April 2026, aged 70 as of 10 April 2026, hence born c. 1955-56, making him the joint-youngest of the 2026 cohort. Board member (理事) of 沖縄伝統空手道振興会, where his affiliation is listed as 少林流 although the prefectural designation and the OKIC dojo register both record him as 上地流; the register entry is the more specific and I follow it. Reading confirmed by furigana (シマブクロ ハルヨシ). Living; no death source and none implied. | https://www.odks.jp/okinawa-prefecture-intangible-cultural-asset-holder/Okinawa-Prefecture-Intangible-Cultural-Asset-Holder.html | https://okic.odks.jp/pdf/okinawadojolist.pdf",node_additions.csv
node_addition,Haruyoshi Yamada (A0080),[branch completion] 9th dan hanshi; inaugural head of the Shito-ryu Shukokai Karate-do Union founded 28 June 1998 after Tani's death.,node_additions.csv
node_addition,Hector Bauza (J0091),"[japanese sweep/confirmed] 館長 of 若竹館 (Wakatakekan) in Florida, listed as an overseas branch head of the 沖縄本部御殿手空手古武道協会. Included as a named holder of a target style absent from the roster. | https://mutubu-udundi.okinawa/ | https://mutubu-udundi.okinawa/about",node_additions.csv
node_addition,Heisaburo Nakamura (B0015),"[book:Bishop p.152] Absent from dataset. Died 1975 aged 81 (so born c. 1894); of Toguchi, Motobu; teacher in Masakazu Miyagi's Honshin-ryu background.",node_additions.csv
node_addition,Herbert Peters (A0161),[branch completion] Documented Shorin-ryu teacher of tournament pioneer Mike Stone at Fort Chaffee (per Stone's Wikipedia biography); added solely to give orphan Q3857461 his sourced teacher edge.,node_additions.csv
node_addition,Hideho Takagi (A0096),[branch completion] Direct student of Hironori Otsuka at Nihon University; chairman of the JKF Wadokai Technical Committee and the organisation's highest technical authority for about thirty years; 8th dan. Documented in the WKSI obituary.,node_additions.csv
node_addition,Hideki Kojo (B0006),[book:Bishop p.72] Kojo family member absent from dataset; no dates given.,node_additions.csv
node_addition,Hidemi Tamayose (A0118),[branch completion] Senior student of Eisuke Akamine; founded Ryukyu Kobudo Tesshinkan (1999); 10th dan Okinawa Ken Kobudo Renmei (2015).,node_additions.csv
node_addition,Hidemitsu Nakao (J0135),"[japanese sweep/plausible] ABSENT from roster. Appointed 理事長 (executive director / board chair) of Nihon Karate-dō Shōtōkai in July 2016, at the same reshuffle that made Takita Yoshinori 館長, succeeding in the administrative line that ran through Hironishi Motonobu. Alive; no death claimed. Lower-priority entry, included because the Shōtōkai's post-2016 leadership is entirely missing from the roster. | https://ja.wikipedia.org/wiki/日本空手道松濤會 | https://www.shotokai.jp/about/teacher/",node_additions.csv
node_addition,Hidenori Ashihara (R0152),"[research/] Hideyuki Ashihara's son and successor as head of Ashihara Kaikan, the single most conspicuous omission in the Ashihara line. Before his final hospitalisation Ashihara wrote to him on a letter board: 後を頼む ('I leave the rest to you'). Birth year not established from the sources I could reach.",node_additions.csv
node_addition,Higa Kōyū (R0100),"[research/] Kyoshi 7th dan. Second son of Higa Minoru and grandson-generation of the founder Higa Yūchoku. Kanchō of the Kyūdōkan Izumizaki dojo and secretary-general (事務局長) of the Okinawa Karate and Kobudō Federation that Higa Yūchoku founded in 1982. The Okinawa Prefecture Karate-dō Rengōkai register lists him, not his father, as 会派長 of the Okinawa Shōrin-ryū Karate-dō Kyūdōkan Rengōkai, so he is the operat",node_additions.csv
node_addition,Higa Yoshio (J0035),"[10th-dan register] Kanji 敏雄 normally reads Toshio; the register prints Yoshio. English sources use Higa Toshio. Born 1 February 1930. Direct student of Uechi Kanei. Founding senior of the Okinawa Karatedo Kyokai (Okikukai, est. April 1989,",node_additions.csv
node_addition,Higa Yūji (R0101),"[research/] 5th dan; second son of the founder Higa Yūchoku. Owns and manages the Kyūdōkan honbu dojo building in Tsuboya, Naha (built 1972). Included as the family line holding the honbu rather than for grade.",node_additions.csv
node_addition,Hiroji Fukazawa (R0179),"[research/] Left Japan in 1974 aged twenty-five to join Hiroo Mochizuki in France, taught two years in Italy, then built the Wado-ryu line in France and Belgium alongside Tatsuo Suzuki. The Groupe Wado-ryu Fukazawa continues under his name.",node_additions.csv
node_addition,Hiroki Kurosawa (R0145),[research/] Nicknamed ニホンオオカミ (Japanese Wolf) for his low-kick attrition style. Died of acute heart failure aged 54. Absent from the roster despite an All Japan title.,node_additions.csv
node_addition,Hiroko Ogido (N0121),[book:Nagamine/Cramer/Guarelli guarelli02 line 177] Not in dataset. No dates or style given.,node_additions.csv
node_addition,Hirokuni Yamashiro (R0162),"[research/] Not in the roster. Distinct from 'Kata Yamashiro' (C00208) and 'Kenichi Yamashiro' (KP004/N0117), who are earlier figures. Kanji not established in the sources found; likely 山城広邦. Dates not found.",node_additions.csv
node_addition,Hiroo Mochizuki (J0189),"[japanese sweep/plausible] ABSENT from roster_current.tsv, which is a clear structural hole: styles_current.tsv carries `yoseikan-budo` with an EMPTY founder field, and two of its practitioners (Vernon Bell Q19325706, Bjorn Bregy Q352678) plus his father Minoru Mochizuki (Q1937662, 望月稔, founder of the 養正館) are all already rostered. Hiroo is Minoru's son, born 1936, who moved to France and developed his father's Yōseikan teaching into modern Yoseikan Budo. KANJI CAVEAT: he has no ja.wikipedia article (I checked the API — 望月煌正 and 養正館武道 both return 'missing'), and the only source I could reach giving kanji renders it 望月拡雄; French and federation sources commonly give 望月煌正. Treat the kanji as UNRESOLVED and verify before publishing. Recommend also filling styles_current.tsv `yoseikan-budo`.founder with his name. No death asserted. | https://ja.wikipedia.org/wiki/%E6%9C%9B%E6%9C%88%E7%A8%94 | https://www.yoseikan.com/",node_additions.csv
node_addition,Hiroshi Akamine (A0117),"[branch completion] Son and student of Eisuke Akamine; 3rd president of Ryukyu Kobudo Hozon Shinkokai, founded Ryukyu Kobudo Shimbukan in 2011; Hanshi 9th dan.",node_additions.csv
node_addition,Hiroshi Morikawa (R0005),[research/] Shihan of the Shoshin-ha Shito-ryu Karatedo Renmei Shobukai and the named successor in the Shoshin-ha transmission line after Uno Hisahiro.,node_additions.csv
node_addition,Hiroshi Murata (R0003),[research/] President of the JKF Shitokai and of the WSKF between Tokio Hisatomi and Genzo Iwata (Iwata took the chair in February 2017). Named by Shitokai Europe as a student of Manzo Iwata. Kanji not confirmed (probably 村田博).,node_additions.csv
node_addition,Hiroshi Noguchi (R0032),"[research/] Founder and first captain of the Waseda University karate club, graduating 1936; a classmate of Shigeru Egami and Genshin Hironishi. Named by Shotokan Karate of America as one of the high-level Waseda seniors who shaped Tsutomu Ohshima's generation. Kanji not verified (野口博 is the form given in some Japanese-language searches but not confirmed on an authoritative page), and dates not established.",node_additions.csv
node_addition,Hiroshi Shima (B0029),"[book:Bishop p.153] Absent from dataset. Appears in the Kuniyoshi/Okinawa Kenpo chapter; no dates or styles given, add at low confidence.",node_additions.csv
node_addition,Hiroshi Shoji (R0034),"[research/] Won the kata title at the 1st JKA All-Japan Championships, 28 October 1957, the first JKA All-Japan kata champion, and won kata again in 1960. Practised judo and kendo as a teenager, joined the Takushoku University karate club and graduated in 1954. A JKA honbu instructor noted for basics and kata knowledge, and the subject of the JKA Karate Kata film/book series on Unsu, Nijushiho and Gojushiho S",node_additions.csv
node_addition,Hiroyasu Fujishima (A0023),[lineage completion] JKA/SKIF 8th dan instructor in Los Angeles and 1970 WUKO US team coach; needed as the only documented instructor connection for orphan Shinobu Ichiyanagi (link graded low).,node_additions.csv
node_addition,Hiroyasu Tamae (J0073),"[japanese sweep/confirmed] Major absence with a full ja.wikipedia article. First 最高師範 (supreme instructor) of the 全日本空手道連盟錬武会 Renbukai and first 元老 (elder) of the All Japan Karate-dō Federation, later its chief credentialing officer, and vice-chairman of the Gunma Prefecture Karate-dō Federation. Taught Naha-te by his father in childhood, then Shuri-te and bōjutsu under 大浜賢助 Ōhama Kensuke and Shuri-te under 城間真繁 Gusukuma Shinpan; studied Chinese boxing in Beijing before the war. A professional middle-school teacher. Doctrinally a 無流派主義者 (anti-style factionalist) who nonetheless adopted the name 王統流 Ōtō-ryū, meaning 'the traditional martial art that guarded the Ryukyuan royal house', as a convenience when expanding on the Japanese mainland; his dōjō was named 尚武館 Shōbukan. Moved to Isesaki, Gunma after the war and became the central figure in spreading 防具付き空手 (protective-gear karate); relocated to Tokyo in 1964 when the federation was formed. He is the missing hinge between the Okinawan Shuri-te transmission and the entire post-war bōgu-karate branch of Japanese karate. | https://ja.wikipedia.org/wiki/玉得博康 | https://www.weblio.jp/content/玉得博康",node_additions.csv
node_addition,Hiroyoshi Okazaki (R0043),"[research/] Nephew of Teruyuki Okazaki, not his son. Began training at the JKA headquarters in Tokyo before leaving Teikyo High School in 1978; moved to Philadelphia on 25 August 1979 and trained at the ISKF honbu dojo under Teruyuki Okazaki. Graduated the ISKF Instructor Training Program in 1995. Designated chairman and vice-chief instructor of the ISKF by Teruyuki Okazaki on his retirement in 2015, and now",node_additions.csv
node_addition,Hiroyuki Aoki (R0047),"[research/] Senior student of Shigeru Egami and, in 1963, the recipient of 5th dan from him, the highest grade Egami awarded. A graduate in jurisprudence of Chuo University who also studied Western art, drama and philosophy; from the mid-1960s he led the Rakutenkai research group and developed Shintaido out of Egami's Shotokai karate, publicly presenting it at the end of the decade. His own account of his yea",node_additions.csv
node_addition,Hiroyuki Hamada (J0076),"[japanese sweep/confirmed] Absent (zero 'Hamada' entries in the roster). NOT the same person as Tesshin Hamada of the DNBK — see the separate entry and the notes field. Began karate at fifteen in 1939 in Okinawan Tomari-ha, later studying Shuri-te and To-te. Served in the Japanese Marines 1944-45. Between 1945 and 1952 he travelled throughout Japan researching two systems, 日本神道空手道 and 日本伝空手道, which became the basis of his own school. Founded 日本古伝神道流空手道 (Nihon Koden Shindō-ryū Karate-dō) on the morning of 28 March 1964 at the Ise Kōtai Jingū in Mie Prefecture. Joined the fire service in 1952 and taught karate there, retiring as fire chief in 1980 to teach full time; took the style to the Dominican Republic in 1975. Remained 総師範 (grand master) until his death on 16 September 2003, having designated Felton Messina as successor outside Japan and his nephew 竹下悦郎 Takeshita Etsurō as head within Japan. Death date is stated directly by both ja.wikipedia and en.wikipedia. Note the style is 神道流 (Shindō, 'way of the gods'), not 真道流 — a common transcription error. | https://ja.wikipedia.org/wiki/濱田博之 | https://en.wikipedia.org/wiki/Hiroyuki_Hamada_(martial_artist)",node_additions.csv
node_addition,Hiroyuki Koda (R0186),"[research/] Appointed US director of Yoshukai in 1978, established Mid-South Yoshukai and founded the US Yoshukai Karate Association. A significant gap given that Yoshukai already sits in the styles table with only two members.",node_additions.csv
node_addition,Hiroyuki Miura (R0006),[research/] Supreme Adviser (最高顧問) of the Nihon Karatedo Itosu-kai and its oldest surviving member; began training at Ryusho Sakagami's house in Kawanishi c. 1947 and opened his own dojo in 1953 when Sakagami moved to Tokyo. Only sourced to the Itosu-kai's own 50th-anniversary interview; kanji not recovered.,node_additions.csv
node_addition,Hisahiro Uno (J0131),"[japanese sweep/confirmed] ABSENT from roster although styles_current names him as founder of 'shoshin-ha-shito-ryu'. Listed in ja.wikipedia's 糸東流 article as founder of Shōshin-ha Shitō-ryū (尚心派糸東流空手道連盟), one of the three Shitō-ryū bodies that article treats as principal. NO DEATH ASSERTED; no dates found in Japanese sources consulted. | https://ja.wikipedia.org/wiki/糸東流 | https://ja.wikipedia.org/wiki/空手道会派・団体一覧",node_additions.csv
node_addition,Hitoshi Kasuya (R0042),"[research/] Captain of the Hosei University karate club, then a JKA kenshusei (instructor-course) graduate in 1973 under Masatoshi Nakayama. Competed for the JKA, taking first place in team kata and team kumite at the 1975 world championships in the United States, and later competed under SKI and IAKF. Head of the international division of Shotokan Karate International before founding the World Shotokan Karat",node_additions.csv
node_addition,Hitoshi Oyakawa (A0049),"[branch completion] Head of Okinawa Karate-do Shorinji-ryu Shinkokai (Nishihara Dojo), direct student of Joen Nakazato, preserving the Kyan-to-Nakazato kata transmission.",node_additions.csv
node_addition,Ho Feng (B0023),"[book:Bishop p.19] Monk of the Sazan Kozan Temple, Fukien; root of the Ryuei-ryu tradition. Absent from dataset.",node_additions.csv
node_addition,Hoan Kosugi (J0120),"[japanese sweep/confirmed] ABSENT from roster. Born 30 December 1881 in Nikkō, son of a Shinto priest of Futarasan Shrine; died 1964 (dates from the Shōtōkai official site). Western-style painter, co-founder of the Shun'yōkai art society (1922), took the art-name Hōan in 1924. Profiled by the Shōtōkai as 船越義珍先生の最初の門人 (Funakoshi Gichin's first Tokyo disciple); he designed the tiger device used on the cover of Karate-dō Kyōhan, the emblem now universally associated with Shōtōkan, and the Shōtōkai/Shōtōkan naming and early patronage run through him. A structurally important node linking the Tokyo cultural establishment to Funakoshi that an English-sourced roster will miss because he is catalogued as an artist, not a karateka. | https://www.shotokai.jp/about/teacher/kosugi/ | https://www.shotokai.jp/about/teacher/",node_additions.csv
node_addition,Hong Chong-soo (J0168),"[japanese sweep/confirmed] One of the original Moo Duk Kwan cohort of railway-bureau (철도국) employees who trained at Hwang Kee's Yongsan dojang, and one of the three senior students who in March/April 1965 led a large body of practitioners out of Hwang Kee's organisation into the taekwondo unification movement. Korean accounts (mookas) state that 김영택 and 홍종수 were the prime movers in expelling Hwang Kee from the Moo Duk Kwan in March 1965, that 이강익 then took the kwanjang post briefly, that 홍종수 succeeded him, and that 오세준 continued the line. He is named as a founder in styles_current's moo-duk-kwan-taekwondo entry but has no roster record. No dates or hanja established. | https://en.wikipedia.org/wiki/Moo_Duk_Kwan_Taekwondo | https://mookas.com/news/17586",node_additions.csv
node_addition,Hong Jong-pyo (A0175),"[wave4] Co-founder of Kang Duk Won (1956), one of the nine kwans; former YMCA Kwon Bop Bu student under Yoon Byung-in.",node_additions.csv
node_addition,Horyu Matsuzaki (R0190),"[research/] The Japanese Wikipedia articles on both 空真流 and 今真流 state that Matsuzaki Horyu currently serves as second-generation headmaster of Kushin-ryu karate-do and, as of April 2007, also holds the eleventh headmastership of the parent Ima Shin-ryu jujutsu. This fills the largest single hole in the roster's Kushin-ryu coverage, which currently records only Ueshima with no students. Romanisation of 寳龍 is b",node_additions.csv
node_addition,Hwang Hyun-chul (H.C. Hwang) (A0153),"[branch completion] Son and formally designated successor of Hwang Kee as worldwide head of Soo Bahk Do Moo Duk Kwan (2002), 10th dan equivalent; named in the task brief.",node_additions.csv
node_addition,Hwang Kee (A0001),"[island research] Founder of the Moo Duk Kwan and of Tang Soo Do Moo Duk Kwan / Soo Bahk Do; required as the bridge node: documented teacher of Shin Jae-chul (who taught Chuck Norris), and claimed student of Won Kuk Lee at the Chung Do Kw",node_additions.csv
node_addition,Hyomitsu Kuwahara (J0058),"[japanese sweep/confirmed] Seventh postwar Chairman (理事長) from April 2008 (平成20年4月), then first 代表理事 (Representative Director) of the incorporated body when the DNBK became 一般社団法人大日本武徳会 in December 2012, then 副総裁 (Vice-Governor) from February 2015 — the post Hamada took over from him in September 2021. Hamada in turn succeeded him as Chairman in February 2015, so Kuwahara is Hamada's immediate predecessor in both offices. Also attended the 2010 45th-anniversary America Butoku Sai in Virginia Beach as Honbu representative, and led the 2013 delegation to London. CAUTION: reading of 兵充 is uncertain (Hyomitsu / Hyoju) and not confirmed by an English source. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html | https://www.butokukai-honbu.org/sousai/index.html",node_additions.csv
node_addition,Hyotaro Harada (J0099),"[japanese sweep/confirmed] Senior Senbukan student named (as a wiki-linked figure) by ja.wikipedia 泉川寛喜, heading 誠心塾 (Seishinjuku). Not in the roster; the only 原田 present is 原田満祐 (Q3317210, Shotokai), a different man. | https://ja.wikipedia.org/wiki/%E6%B3%89%E5%B7%9D%E5%AF%9B%E5%96%9C | https://www.senbukaihonbu.com/",node_additions.csv
node_addition,Hyun Jong-myun (J0156),"[japanese sweep/confirmed] Chung Do Kwan 사범 (instructor) and later an ITF grandmaster, listed in the ITF's own pioneer register. Korean accounts of the naming committee record 손덕성 (Chung Do Kwan 관장) and 현종명 (Chung Do Kwan 사범) as the Chung Do Kwan participants when the term 태권 was adopted at the 고문회 of 19 December 1955, which puts him at the single most cited event in Korean taekwondo history. Ignore the hanja 現宗明 that circulates in the copied 9대관 text; it is a machine mis-conversion. No dates established. | https://itftkd.sport/history/pioneers/ | https://m.cafe.daum.net/tsa./IqRR/10",node_additions.csv
node_addition,Hōsaku Sodeyama (R0237),"[yuishinkai/confirmed] MISSING PERSON, named in the Yuishinkai karate genealogy and absent from the roster (grep of roster_current.tsv for 'sodeyama' returns nothing). The official Japanese genealogy calls him 客師範袖山豊作先生 — 'guest instructor Sodeyama Toyosaku sensei' — and pairs him with Konishi as Inoue Motokatsu's karate teacher. The organisation's own English pages romanise 豊作 as 'Hosaku' / 'Housaku' (both readings are",node_additions.csv
node_addition,Ichiro Nagamine (N0066),"[book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 10] Absent from the roster (held Nagamine: Shoshin Q1963468, Takayoshi Q7677484, Tankichi C00349). No dates or styles given; likely a family member in the front matter. Add only if a",node_additions.csv
node_addition,Iha Kōtarō (J0036),"[10th-dan register] Born 12 February 1939. Founder and president of Ryukyu Kobudo Ryukonkai (Shudokan dojo, Gushikawa/Uruma, dojo 1973-74, Ryukonkai organised 1981). Okinawa Prefecture intangible cultural asset holder for karate and kobujut",node_additions.csv
node_addition,Iha Mitsutada (R0103),"[research/] Sōhonbu kanchō of the Shudōkan (守道館) within Ryūkyū Kobudō Ryūkonkai, and son of Iha Kōtarō (roster J0036), the Ryūkonkai founder and 2020 designated holder of Okinawan intangible cultural property for kobudō. Teaches the kobudō component at the Kyūdōkan, which is how the Kyūdōkan weapons curriculum is currently transmitted.",node_additions.csv
node_addition,Iko Kojo (J0092),"[japanese sweep/confirmed] Karateka of the 蔡姓湖城殿内 named in the ja.wikipedia 那覇手 article alongside 湖城大禎 and 湖城以昌 as one of the Kojō house's tōde men. Dates 1836-1907 are given explicitly in that article. He is absent from the roster, which holds nine other Kojō but not this one. Note the same article gives 湖城大禎 as 1838-1917 against the roster's 1837-1917. | https://ja.wikipedia.org/wiki/%E9%82%A3%E8%A6%87%E6%89%8B | https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81",node_additions.csv
node_addition,Im Ho (R0233),"[research/] Song Deok-gi's taekkyon teacher, active roughly from the 1870s to the 1920s. Needed because Song Deok-gi (roster J0180) currently sits in the dataset with no teacher, which makes the only surviving pre-colonial Korean fighting tradition look like a spontaneous generation. No dates beyond that floruit are recoverable from the sources consulted.",node_additions.csv
node_addition,Inada Hiroshi (J0025),"[10th-dan register] Uechi-ryu hanshi 10th dan, born 15 February 1933; direct student of Uechi Kanei and adviser of the Okikukai (Okinawa Karatedo Kyokai, Shōhei-ryu). Associated with Uechi Kanei's Futenma Shubukan circle. Died in September",node_additions.csv
node_addition,Ingo de Jong (A0137),"[branch completion] Hanshi 8th dan, IKGA vice president and head of Goju-Kai in Europe/Scandinavia (appointed by Gogen Yamaguchi in 1986); began under Paul Starling in Sydney.",node_additions.csv
node_addition,Ippei Yagi (J0144),"[japanese sweep/confirmed] Representative of 明武舘総本部 八木道場 under 沖縄空手道剛柔会, listed at the same Kume, Naha address as the 国際明武舘剛柔流空手道連盟 総本部 headed by Akihito Yagi (roster Q11391351). A fourth-generation figure in the Yagi Meibukan family line descending from Meitoku Yagi (Q16016038, 1912-2003); the roster holds Meitoku, Meitatsu (Q6810356), Meitetsu (A0134), Akihiro (A0135) and Akihito (Q11391351) but not Ippei. His exact place in the family is not stated in the register and I do not assert a parent. Reading confirmed by furigana (ヤギ イッペイ). No dates located; I assert none. Also absent from the same organisation: 國吉真徹 Shintetsu Kuniyoshi (明武舘 國吉道場, Naha). | https://okic.odks.jp/pdf/okinawadojolist.pdf | https://ja.wikipedia.org/wiki/%E5%85%AB%E6%9C%A8%E6%98%8E%E4%BA%BA",node_additions.csv
node_addition,Irei Okina (KP009),"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. Source of BOTH the tunkuwa (tonfa) and the nunchaku technique of the Matayoshi school: 'The tunkuwa techniques of the Matayoshi School come from master Irei Okina' and 'The nunchaku techniques also come from Okina Irei.' He is therefore upstream of Tunkuwa Dai Ichi, Tunkuwa Dai Ni, Tunkuwa Ni Dan and Matayoshi no Nunchaku, four kata currently attributed in the database to Shinko Matayoshi alone. Absent from the roster entirely.",node_additions.csv
node_addition,Isamu Tamotsu (A0046),"[branch completion] Founder (Shodai Soke) of Shorinji-ryu Renshinkan, established in Kagoshima on 8 November 1955; trained under Zenryo Shimabukuro and Joen Nakazato in the Kyan line.",node_additions.csv
node_addition,Isao Ichikawa (A0227),"[audit:wado-chito-shudokan] Essential to carry the Toyama>Ichikawa edge: founder of Karatedo Doshinkan (Vienna, 1967), Toyama's last inner disciple and designated successor, 10th dan Hanshi from Toyama. Documented on the official Doshinkan honbu si",node_additions.csv
node_addition,Isao Kise (A0068),[branch completion] Son and designated successor of Fusei Kise; 10th dan and president (kaicho) of the All Okinawan Shorin Ryu Matsumura Seito Kenshin Kan Karate and Kobudo Federation.,node_additions.csv
node_addition,Isao Toma (R0122),[research/] Listed among Sōken's senior students. Kanji and dates not established; distinct from Shian Toma (A0020) and Seiki Toma (A0021).,node_additions.csv
node_addition,Ishikawa Seigi (J0005),"[10th-dan register] Almost certainly Ishikawa Seitoku, written 石川精徳 in Japanese sources (the register's 清義 appears to be a variant/mistranscription; no Okinawan karate figure under 石川清義 is otherwise documented). One of the last direct long-",node_additions.csv
node_addition,Ishikawa Seitoku (J0006),"[10th-dan register] Okinawa Prefecture Intangible Cultural Asset holder; hanshi 10th dan and third president of the Okinawa Shorin-ryu Karate-do Kyokai. First introduced to karate at elementary school by Shinpan Gusukuma, then a long-term d",node_additions.csv
node_addition,Ishimine Chōshin (J0024),"[10th-dan register] Goju-ryu; one of the most senior and favourite disciples of Higa Sekō, training with him from before the Shōdōkan dojo was established. Regarded around 1953 as the finest Suparinpei performer among Higa's students (per K",node_additions.csv
node_addition,Ishimine Pechin (A0236),"[audit:orphans-2] 'Old Ishimine' (Bushi Ishimine), famous 19th-century Shuri master associated with Matsumura's circle; documented teacher of Kaneshima Shinbi (okic.okinawa profile; Motobu-ryu blog article on Ishimine-ryu)",node_additions.csv
node_addition,Isho Kojo (J0093),"[japanese sweep/confirmed] Third of the three Kojō karateka named in ja.wikipedia 那覇手 (with 以幸 and 大禎); dates 1848-1910 given explicitly there. Absent from the roster. Reading of the given name follows the 以- prefix pattern of the house (以正 Isei, 以幸 Ikō, 以昌 Ishō). | https://ja.wikipedia.org/wiki/%E9%82%A3%E8%A6%87%E6%89%8B | https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81",node_additions.csv
node_addition,Iwao Tamotsu (A0047),[branch completion] Son of Isamu Tamotsu; second Soke (Nidaime) of Shorinji-ryu Renshinkan from May 2000 until his death in November 2016.,node_additions.csv
node_addition,Iwao Tome (R0107),"[research/] Hanshi 9th dan; chief instructor of the Kōdōkan Tome Karate Dojo, the WMKA Tomigusuku branch. The most senior WMKA Okinawa dojo head after Taira and Arakaki.",node_additions.csv
node_addition,J. Pat Burleson (R0220),"[research/] Missing, and he is the root of the Texas competition lineage the roster already carries in part through Allen Steen (Q4731883), Skipper Mullins (Q7535789) and Roy Kurban (Q7373041). Burleson received the first American black belt Jhoon Rhee issued, and with Steen established the Southwest Black Belt Association. He is generally credited with winning the first US National Karate Championships in Wa",node_additions.csv
node_addition,James Coffman (A0071),[branch completion] Listed among Hohan Soken's senior students on Wikipedia; one of Soken's early American students and a Matsumura Seito pioneer in the USA.,node_additions.csv
node_addition,James Genovese (N0221),"[book:Cramer, The History of Karate and the Masters Who Made It SECTION 3 index book p. 137] Absent. American Goju figure, indexed alongside Peter Urban (p. 137), which suggests a USA Goju connection worth pursuing.",node_additions.csv
node_addition,James Rousseau (R0067),"[research/] Named on Wikipedia's list of Morio Higaonna's notable students. Graded Ernie Molyneux to shodan in 1978, so he is a teacher of a person already prominent in the roster's IOGKF branch.",node_additions.csv
node_addition,James Wax (A0057),"[branch completion] American serviceman who trained at Nagamine's Naha dojo, reported as the first American black belt in Matsubayashi-ryu; brought the style to Dayton, Ohio in 1959 and sponsored Ansei Ueshiro's 1962 visa. Sources: https://",node_additions.csv
node_addition,Jean-Pierre Lavorato (R0053),"[research/] Taiji Kase's most prominent European student and long-standing assistant, following him for more than forty years; champion of France and of Europe in kumite, and prepared by Kase for his French title in 1968. Now 9th dan and head of the International Karate-Do Academy, teaching the Shotokan Ryu Kase Ha line. Note that Albert Boutboul, not Lavorato, is described as head instructor of IKS Kase Ha,",node_additions.csv
node_addition,Jean-Robert Huart (R0180),"[research/] Belgian Wado-ryu karateka, a leading figure of the Fukazawa line in Belgium (Wado-Ryu Karaté Club Hornu).",node_additions.csv
node_addition,Jeff Ader (R0117),[research/] Hanshi; one of the three directors now leading the OSMKKF after Isao Kise's death in February 2025.,node_additions.csv
