node_id,qid,page_title,name_unicode,name_ascii,given_name_unicode,surname_unicode,given_name_ascii,surname_ascii,actual_name_unicode,actual_name_ascii,birth_year,death_year,instructor_start_year,date,okinawa_locality,styles_all,needs_review,wikipedia_url,style_1,style_2,style_3,style_4,style_5,style_6,style_7,style_8,style_9,style_10
C00381,,Naihanchi Ichi,Naihanchi Ichi,Naihanchi Ichi,Naihanchi,Ichi,Naihanchi,Ichi,Naihanchi Ichi,Naihanchi Ichi,,,,,unknown,,1,,Karate,,,,,,,,,
C00382,,Naihanchi Nidan,Naihanchi Nidan,Naihanchi Nidan,Naihanchi,Nidan,Naihanchi,Nidan,Naihanchi Nidan,Naihanchi Nidan,,,,,unknown,,1,,Karate,,,,,,,,,
C00383,,Naihanchi Sandan,Naihanchi Sandan,Naihanchi Sandan,Naihanchi,Sandan,Naihanchi,Sandan,Naihanchi Sandan,Naihanchi Sandan,,,,,unknown,,1,,Karate,,,,,,,,,
C00384,,Naihanchi Shodan,Naihanchi Shodan,Naihanchi Shodan,Naihanchi,Shodan,Naihanchi,Shodan,Naihanchi Shodan,Naihanchi Shodan,,,,,unknown,,1,,Karate,,,,,,,,,
Q6960159,Q6960159,Nakahara,Nakahara,Nakahara,Nakahara,,Nakahara,,Nakahara,Nakahara,,,,,unknown,,0,https://en.wikipedia.org/wiki/Nakahara,Karate,,,,,,,,,
C00385,,Nanko Mine,Nanko Mine,Nanko Mine,Nanko,Mine,Nanko,Mine,Nanko Mine,Nanko Mine,,,,,unknown,,1,,Karate,,,,,,,,,
C00386,,Nansoye Shaolin,Nansoye Shaolin,Nansoye Shaolin,Nansoye,Shaolin,Nansoye,Shaolin,Nansoye Shaolin,Nansoye Shaolin,,,,,unknown,,1,,Karate,,,,,,,,,
C00387,,Narihiko Takamura,Narihiko Takamura,Narihiko Takamura,Narihiko,Takamura,Narihiko,Takamura,Narihiko Takamura,Narihiko Takamura,,,,,unknown,,1,,Karate,,,,,,,,,
C00388,,Natsukichi Shimabuku,Natsukichi Shimabuku,Natsukichi Shimabuku,Natsukichi,Shimabuku,Natsukichi,Shimabuku,Natsukichi Shimabuku,Natsukichi Shimabuku,,,,,unknown,,1,,Karate,,,,,,,,,
Q664,Q664,New Zealand,New Zealand,New Zealand,New,Zealand,New,Zealand,New Zealand,New Zealand,,5886,,,unknown,Te,0,https://en.wikipedia.org/wiki/New_Zealand,Te,,,,,,,,,
C00389,,Noboru Amakawa,Noboru Amakawa,Noboru Amakawa,Noboru,Amakawa,Noboru,Amakawa,Noboru Amakawa,Noboru Amakawa,,,,,unknown,,1,,Karate,,,,,,,,,
C00390,,Noboru Isakawa,Noboru Isakawa,Noboru Isakawa,Noboru,Isakawa,Noboru,Isakawa,Noboru Isakawa,Noboru Isakawa,,,,,unknown,,1,,Karate,,,,,,,,,
C00391,,Noboru Miyagi,Noboru Miyagi,Noboru Miyagi,Noboru,Miyagi,Noboru,Miyagi,Noboru Miyagi,Noboru Miyagi,,,,,unknown,,1,,Karate,,,,,,,,,
C00392,,Noboru Teruya,Noboru Teruya,Noboru Teruya,Noboru,Teruya,Noboru,Teruya,Noboru Teruya,Noboru Teruya,,,,,unknown,,1,,Karate,,,,,,,,,
C00393,,Noboru Uchima,Noboru Uchima,Noboru Uchima,Noboru,Uchima,Noboru,Uchima,Noboru Uchima,Noboru Uchima,,,,,unknown,,1,,Karate,,,,,,,,,
C00394,,Noboyuki Iguchi,Noboyuki Iguchi,Noboyuki Iguchi,Noboyuki,Iguchi,Noboyuki,Iguchi,Noboyuki Iguchi,Noboyuki Iguchi,,,,,unknown,,1,,Karate,,,,,,,,,
C00395,,Nobuo Miyazato,Nobuo Miyazato,Nobuo Miyazato,Nobuo,Miyazato,Nobuo,Miyazato,Nobuo Miyazato,Nobuo Miyazato,,,,,unknown,,1,,Karate,,,,,,,,,
Q16797282,Q16797282,Noel Smith,Noel Smith,Noel Smith,Noel,Smith,Noel,Smith,Noel Smith,Noel Smith,1895,1955,1920,1920,unknown,Te,0,https://en.wikipedia.org/wiki/Noel_Smith,Te,,,,,,,,,
C00396,,Norisato Nakaima,Norisato Nakaima,Norisato Nakaima,Norisato,Nakaima,Norisato,Nakaima,Norisato Nakaima,Norisato Nakaima,,,,,unknown,,1,,Karate,,,,,,,,,
C00397,,Noriyasu Kinjo,Noriyasu Kinjo,Noriyasu Kinjo,Noriyasu,Kinjo,Noriyasu,Kinjo,Noriyasu Kinjo,Noriyasu Kinjo,,,,,unknown,,1,,Karate,,,,,,,,,
Q49,Q49,North America,North America,North America,North,America,North,America,North America,North America,,2004,,,unknown,Basse-Terre|Te,0,https://en.wikipedia.org/wiki/North_America,Basse-Terre,Te,,,,,,,,
C00398,,Nowadays Higa,Nowadays Higa,Nowadays Higa,Nowadays,Higa,Nowadays,Higa,Nowadays Higa,Nowadays Higa,,,,,unknown,,1,,Karate,,,,,,,,,
Q403803,Q403803,Number One,Number One,Number One,Number,One,Number,One,Number One,Number One,,,,,unknown,Te,0,https://en.wikipedia.org/wiki/Number_One,Te,,,,,,,,,
Q328615,Q328615,Okinawa,Okinawa,Okinawa,Okinawa,,Okinawa,,Okinawa,Okinawa,,,,,Naha,Karate|Te|United States Civil Administration of the Ryukyu Islands|United States Military Government of the Ryukyu Islands,0,https://en.wikipedia.org/wiki/Okinawa_(city),Karate,Te,United States Civil Administration of the Ryukyu Islands,United States Military Government of the Ryukyu Islands,,,,,,
C00401,,Okinawa Kenpo,Okinawa Kenpo,Okinawa Kenpo,Okinawa,Kenpo,Okinawa,Kenpo,Okinawa Kenpo,Okinawa Kenpo,,,,,unknown,,1,,Karate,,,,,,,,,
C00402,,Okinawa Prefectural,Okinawa Prefectural,Okinawa Prefectural,Okinawa,Prefectural,Okinawa,Prefectural,Okinawa Prefectural,Okinawa Prefectural,,,,,unknown,,1,,Karate,,,,,,,,,
C00403,,Okinawa Shorin,Okinawa Shorin,Okinawa Shorin,Okinawa,Shorin,Okinawa,Shorin,Okinawa Shorin,Okinawa Shorin,,,,,unknown,,1,,Karate,,,,,,,,,
Q4539628,Q4539628,The Okinawa Times,The Okinawa Times,The Okinawa Times,The,Okinawa Times,The,Okinawa Times,The Okinawa Times,The Okinawa Times,,,,,Naha,Te,0,https://en.wikipedia.org/wiki/Okinawa_Times,Te,,,,,,,,,
C00404,,One-Eyed Toguchi,One-Eyed Toguchi,One-Eyed Toguchi,One-Eyed,Toguchi,One-Eyed,Toguchi,One-Eyed Toguchi,One-Eyed Toguchi,,,,,unknown,,1,,Karate,,,,,,,,,
C00405,,Oni Bucho,Oni Bucho,Oni Bucho,Oni,Bucho,Oni,Bucho,Oni Bucho,Oni Bucho,,,,,unknown,,1,,Karate,,,,,,,,,
C00406,,Onna Village,Onna Village,Onna Village,Onna,Village,Onna,Village,Onna Village,Onna Village,,,,,unknown,,1,,Karate,,,,,,,,,
C00407,,Open Freesparring,Open Freesparring,Open Freesparring,Open,Freesparring,Open,Freesparring,Open Freesparring,Open Freesparring,,,,,unknown,,1,,Karate,,,,,,,,,
C00408,,Orthodox Shorin,Orthodox Shorin,Orthodox Shorin,Orthodox,Shorin,Orthodox,Shorin,Orthodox Shorin,Orthodox Shorin,,,,,unknown,,1,,Karate,,,,,,,,,
C00409,,Osamu Ozawa,Osamu Ozawa,Osamu Ozawa,Osamu,Ozawa,Osamu,Ozawa,Osamu Ozawa,Osamu Ozawa,,,,,unknown,,1,,Karate,,,,,,,,,
C00410,,Passai Dai,Passai Dai,Passai Dai,Passai,Dai,Passai,Dai,Passai Dai,Passai Dai,,,,,unknown,,1,,Karate,,,,,,,,,
C00411,,Passai Sho,Passai Sho,Passai Sho,Passai,Sho,Passai,Sho,Passai Sho,Passai Sho,,,,,unknown,,1,,Karate,,,,,,,,,
Q7147128,Q7147128,Patrick McCarthy,Patrick McCarthy,Patrick McCarthy,Patrick,McCarthy,Patrick,McCarthy,Patrick McCarthy,Patrick McCarthy,1848,1921,1873,1873,unknown,Te,0,https://en.wikipedia.org/wiki/Patrick_McCarthy,Te,,,,,,,,,
Q115091,Q115091,Peter Urban,Peter Urban,Peter Urban,Peter,Urban,Peter,Urban,Peter Urban,Peter Urban,1934,2009,1959,1959,unknown,Karate|Te,0,https://en.wikipedia.org/wiki/Peter_Urban,Karate,Te,,,,,,,,
C00412,,Pinan Godan,Pinan Godan,Pinan Godan,Pinan,Godan,Pinan,Godan,Pinan Godan,Pinan Godan,,,,,unknown,,1,,Karate,,,,,,,,,
C00413,,Pinan Ichi,Pinan Ichi,Pinan Ichi,Pinan,Ichi,Pinan,Ichi,Pinan Ichi,Pinan Ichi,,,,,unknown,,1,,Karate,,,,,,,,,
C00414,,Pinan Nidan,Pinan Nidan,Pinan Nidan,Pinan,Nidan,Pinan,Nidan,Pinan Nidan,Pinan Nidan,,,,,unknown,,1,,Karate,,,,,,,,,
C00415,,Pinan San,Pinan San,Pinan San,Pinan,San,Pinan,San,Pinan San,Pinan San,,,,,unknown,,1,,Karate,,,,,,,,,
C00416,,Pinan Sandan,Pinan Sandan,Pinan Sandan,Pinan,Sandan,Pinan,Sandan,Pinan Sandan,Pinan Sandan,,,,,unknown,,1,,Karate,,,,,,,,,
Q1465287,Q1465287,Pinan,Pinan,Pinan,Pinan,,Pinan,,Pinan,Pinan,1870,,1895,1895,Shuri,Karate|Kyokushin|Shito-Ryu|Shorin-Ryu|Shotokan|Wado-Ryu|Matsubayashi-Ryu|Kempo|Kobayashi-ryu|Kushin-Ryu|Motobu-Ryu|Shindo Jinen Ryu|Shinki-Ryu|Shorei-ryu|Shukokai|Tang Soo Do|Te,0,https://en.wikipedia.org/wiki/Pinan,Karate,Kyokushin,Shito-Ryu,Shorin-Ryu,Shotokan,Wado-Ryu,Matsubayashi-Ryu,Kempo,Kobayashi-ryu,Kushin-Ryu
C00417,,Pinan Yon,Pinan Yon,Pinan Yon,Pinan,Yon,Pinan,Yon,Pinan Yon,Pinan Yon,,,,,unknown,,1,,Karate,,,,,,,,,
C00418,,Pinan Yondan,Pinan Yondan,Pinan Yondan,Pinan,Yondan,Pinan,Yondan,Pinan Yondan,Pinan Yondan,,,,,unknown,,1,,Karate,,,,,,,,,
Q157763,Q157763,Prunus mume,Prunus mume,Prunus mume,Prunus,mume,Prunus,mume,Prunus mume,Prunus mume,2012,,2037,2037,unknown,Kung Fu|Te,0,https://en.wikipedia.org/wiki/Prunus_mume,Kung Fu,Te,,,,,,,,
C00419,,Popularisation Society,Popularisation Society,Popularisation Society,Popularisation,Society,Popularisation,Society,Popularisation Society,Popularisation Society,,,,,unknown,,1,,Karate,,,,,,,,,
C00420,,Prefectural Agricultural,Prefectural Agricultural,Prefectural Agricultural,Prefectural,Agricultural,Prefectural,Agricultural,Prefectural Agricultural,Prefectural Agricultural,,,,,unknown,,1,,Karate,,,,,,,,,
C00421,,Prefectural Dai,Prefectural Dai,Prefectural Dai,Prefectural,Dai,Prefectural,Dai,Prefectural Dai,Prefectural Dai,,,,,unknown,,1,,Karate,,,,,,,,,
C00422,,Prefectural Education,Prefectural Education,Prefectural Education,Prefectural,Education,Prefectural,Education,Prefectural Education,Prefectural Education,,,,,unknown,,1,,Karate,,,,,,,,,
C00423,,Prefectural Office,Prefectural Office,Prefectural Office,Prefectural,Office,Prefectural,Office,Prefectural Office,Prefectural Office,,,,,unknown,,1,,Karate,,,,,,,,,
C00424,,Prefectural Teachers,Prefectural Teachers,Prefectural Teachers,Prefectural,Teachers,Prefectural,Teachers,Prefectural Teachers,Prefectural Teachers,,,,,unknown,,1,,Karate,,,,,,,,,
C00425,,Preservation Society,Preservation Society,Preservation Society,Preservation,Society,Preservation,Society,Preservation Society,Preservation Society,,,,,unknown,,1,,Karate,,,,,,,,,
C00427,,Ranho Maezato,Ranho Maezato,Ranho Maezato,Ranho,Maezato,Ranho,Maezato,Ranho Maezato,Ranho Maezato,,,,,unknown,,1,,Karate,,,,,,,,,
Q847709,Q847709,Red Beard,Red Beard,Red Beard,Red,Beard,Red,Beard,Red Beard,Red Beard,,,,,unknown,Chishu Ryu|Te,0,https://en.wikipedia.org/wiki/Red_Beard,Chishu Ryu,Te,,,,,,,,
C00428,,Research Club,Research Club,Research Club,Research,Club,Research,Club,Research Club,Research Club,,,,,unknown,,1,,Karate,,,,,,,,,
C00429,,Robert Donnely,Robert Donnely,Robert Donnely,Robert,Donnely,Robert,Donnely,Robert Donnely,Robert Donnely,,,,,unknown,,1,,Karate,,,,,,,,,
Q7350475,Q7350475,Robert Trias,Robert Trias,Robert Trias,Robert,Trias,Robert,Trias,Robert Trias,Robert Trias,1923,1989,1948,1948,Shuri,Shuri-ryu|Goju-Ryu|Shuri-te|Gojuryu|Karate|Kenpo|Okinawan Karate|Te,0,https://en.wikipedia.org/wiki/Robert_Trias,Shuri-ryu,Goju-Ryu,Shuri-te,Gojuryu,Karate,Kenpo,Okinawan Karate,Te,,
C00430,,Rod Lipka,Rod Lipka,Rod Lipka,Rod,Lipka,Rod,Lipka,Rod Lipka,Rod Lipka,,,,,unknown,,1,,Karate,,,,,,,,,
Q954330,Q954330,Ryu Ryu Ko,Ryū Ryū Ko,Ryu Ryu Ko,Ryū,Ryū Ko,Ryu,Ryu Ko,Ryū Ryū Ko,Ryu Ryu Ko,1852,1930,1877,1877,Naha,Ryuei-Ryu|Fujian White Crane|Goju-Ryu|Naha-te|Fujian White|gojuryu|Karate|Karate Kobudo|Kung Fu|Ryueiryu|ryueiryu|Te|White Crane,0,https://en.wikipedia.org/wiki/Ry%C5%AB_Ry%C5%AB_Ko,Ryuei-Ryu,Fujian White Crane,Goju-Ryu,Naha-te,Fujian White,gojuryu,Karate,Karate Kobudo,Kung Fu,Ryueiryu
C00432,,Ryoichi Onis,Ryoichi Onis,Ryoichi Onis,Ryoichi,Onis,Ryoichi,Onis,Ryoichi Onis,Ryoichi Onis,,,,,unknown,,1,,Karate,,,,,,,,,
C00433,,Ryokichi Tomoyose,Ryokichi Tomoyose,Ryokichi Tomoyose,Ryokichi,Tomoyose,Ryokichi,Tomoyose,Ryokichi Tomoyose,Ryokichi Tomoyose,,,,,unknown,,1,,Karate,,,,,,,,,
C00434,,Ryoko Chibana,Ryoko Chibana,Ryoko Chibana,Ryoko,Chibana,Ryoko,Chibana,Ryoko Chibana,Ryoko Chibana,,,,,unknown,,1,,Karate,,,,,,,,,
C00435,,Ryomei Tamaki,Ryomei Tamaki,Ryomei Tamaki,Ryomei,Tamaki,Ryomei,Tamaki,Ryomei Tamaki,Ryomei Tamaki,,,,,unknown,,1,,Karate,,,,,,,,,
C00436,,Ryosei Kuwae,Ryosei Kuwae,Ryosei Kuwae,Ryosei,Kuwae,Ryosei,Kuwae,Ryosei Kuwae,Ryosei Kuwae,,,,,unknown,,1,,Karate,,,,,,,,,
C00437,,Ryosho Goya,Ryosho Goya,Ryosho Goya,Ryosho,Goya,Ryosho,Goya,Ryosho Goya,Ryosho Goya,,,,,unknown,,1,,Karate,,,,,,,,,
C00438,,Ryuko Tomoyose,Ryuko Tomoyose,Ryuko Tomoyose,Ryuko,Tomoyose,Ryuko,Tomoyose,Ryuko Tomoyose,Ryuko Tomoyose,,,,,unknown,,1,,Karate,,,,,,,,,
C00439,,Ryukyu Shorin,Ryukyu Shorin,Ryukyu Shorin,Ryukyu,Shorin,Ryukyu,Shorin,Ryukyu Shorin,Ryukyu Shorin,,,,,unknown,,1,,Karate,,,,,,,,,
C00440,,Ryusho Sakagami,Ryusho Sakagami,Ryusho Sakagami,Ryusho,Sakagami,Ryusho,Sakagami,Ryusho Sakagami,Ryusho Sakagami,,,,,unknown,,1,,Karate,,,,,,,,,
C00441,,Ryuyu Tomoyose,Ryuyu Tomoyose,Ryuyu Tomoyose,Ryuyu,Tomoyose,Ryuyu,Tomoyose,Ryuyu Tomoyose,Ryuyu Tomoyose,,,,,unknown,,1,,Karate,,,,,,,,,
C00442,,Saburo Miyagi,Saburo Miyagi,Saburo Miyagi,Saburo,Miyagi,Saburo,Miyagi,Saburo Miyagi,Saburo Miyagi,,,,,unknown,,1,,Karate,,,,,,,,,
C00443,,Saburo Tokashiki,Saburo Tokashiki,Saburo Tokashiki,Saburo,Tokashiki,Saburo,Tokashiki,Saburo Tokashiki,Saburo Tokashiki,,,,,unknown,,1,,Karate,,,,,,,,,
C00444,,Saburo Uehara,Saburo Uehara,Saburo Uehara,Saburo,Uehara,Saburo,Uehara,Saburo Uehara,Saburo Uehara,,,,,unknown,,1,,Karate,,,,,,,,,
C00445,,Sacred Treasure,Sacred Treasure,Sacred Treasure,Sacred,Treasure,Sacred,Treasure,Sacred Treasure,Sacred Treasure,,,,,unknown,,1,,Karate,,,,,,,,,
C00446,,Sadao Miyazato,Sadao Miyazato,Sadao Miyazato,Sadao,Miyazato,Sadao,Miyazato,Sadao Miyazato,Sadao Miyazato,,,,,unknown,,1,,Karate,,,,,,,,,
C00447,,Saikyo Kojo,Saikyo Kojo,Saikyo Kojo,Saikyo,Kojo,Saikyo,Kojo,Saikyo Kojo,Saikyo Kojo,,,,,unknown,,1,,Karate,,,,,,,,,
Q193428,Q193428,Sakai,Sakai,Sakai,Sakai,,Sakai,,Sakai,Sakai,,,,,unknown,Karate|Te,0,https://en.wikipedia.org/wiki/Sakai,Karate,Te,,,,,,,,
C00448,,Sakihara PECHIN,Sakihara PECHIN,Sakihara PECHIN,Sakihara,PECHIN,Sakihara,PECHIN,Sakihara PECHIN,Sakihara PECHIN,,,,,unknown,,1,,Karate,,,,,,,,,
C00449,,Sanda Chinen,Sanda Chinen,Sanda Chinen,Sanda,Chinen,Sanda,Chinen,Sanda Chinen,Sanda Chinen,,,,,unknown,,1,,Karate,,,,,,,,,
C00450,,Sanda Kanagusuku,Sanda Kanagusuku,Sanda Kanagusuku,Sanda,Kanagusuku,Sanda,Kanagusuku,Sanda Kanagusuku,Sanda Kanagusuku,,,,,unknown,,1,,Karate,,,,,,,,,
Q16552,Q16552,San Diego,San Diego,San Diego,San,Diego,San,Diego,San Diego,San Diego,1985,2007,2010,2010,unknown,Te,0,https://en.wikipedia.org/wiki/San_Diego,Te,,,,,,,,,
Q7418861,Q7418861,Sannosuke Ueshima,Sannosuke Ueshima,Sannosuke Ueshima,Sannosuke,Ueshima,Sannosuke,Ueshima,Sannosuke Ueshima,Sannosuke Ueshima,1893,1987,1918,1918,Shuri,Kushin-Ryu|Kodokan Judo|Goju-Ryu|Shorin-Ryu|Shuri-te|Tomari-te|Japanese Karate|Karate|Kodokan|Okinawan Karate|Te,0,https://en.wikipedia.org/wiki/Sannosuke_Ueshima,Kushin-Ryu,Kodokan Judo,Goju-Ryu,Shorin-Ryu,Shuri-te,Tomari-te,Japanese Karate,Karate,Kodokan,Okinawan Karate
Q174,Q174,Sao Paulo,São Paulo,Sao Paulo,São,Paulo,Sao,Paulo,São Paulo,Sao Paulo,,,,,Naha,Te,0,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo,Te,,,,,,,,,
C00451,,Satoru Araki,Satoru Araki,Satoru Araki,Satoru,Araki,Satoru,Araki,Satoru Araki,Satoru Araki,,,,,unknown,,1,,Karate,,,,,,,,,
C00452,,Sazan Kozan,Sazan Kozan,Sazan Kozan,Sazan,Kozan,Sazan,Kozan,Sazan Kozan,Sazan Kozan,,,,,unknown,,1,,Karate,,,,,,,,,
C00453,,Schilling Recreation,Schilling Recreation,Schilling Recreation,Schilling,Recreation,Schilling,Recreation,Schilling Recreation,Schilling Recreation,,,,,unknown,,1,,Karate,,,,,,,,,
C00454,,Seibu Tomigawa,Seibu Tomigawa,Seibu Tomigawa,Seibu,Tomigawa,Seibu,Tomigawa,Seibu Tomigawa,Seibu Tomigawa,,,,,unknown,,1,,Karate,,,,,,,,,
Q7446670,Q7446670,Seigi Nakamura,Seigi Nakamura,Seigi Nakamura,Seigi,Nakamura,Seigi,Nakamura,Seigi Nakamura,Seigi Nakamura,1924,1999,1949,1949,Naha,Shorin-Ryu|Goju-Ryu|Karate|Okinawan Karate|Shorin-ryu Kishaba Juku|Te,0,https://en.wikipedia.org/wiki/Seigi_Nakamura,Shorin-Ryu,Goju-Ryu,Karate,Okinawan Karate,Shorin-ryu Kishaba Juku,Te,,,,
C00465,,Seigi Shiroma,Seigi Shiroma,Seigi Shiroma,Seigi,Shiroma,Seigi,Shiroma,Seigi Shiroma,Seigi Shiroma,,,,,unknown,,1,,Karate,,,,,,,,,
C00466,,Seigoro Koizumi,Seigoro Koizumi,Seigoro Koizumi,Seigoro,Koizumi,Seigoro,Koizumi,Seigoro Koizumi,Seigoro Koizumi,,,,,unknown,,1,,Karate,,,,,,,,,
Q7446703,Q7446703,Seiichi Iju,Seiichi Iju,Seiichi Iju,Seiichi,Iju,Seiichi,Iju,Seiichi Iju,Seiichi Iju,2011,,2036,2036,unknown,Shito-Ryu|Shorin-Ryu|Shotokan|Karate|Kobayashi Shorin-Ryu|Okinawan Karate|Shorin-ryu Shorinkan|Shorinkan|shorinkan|shorinryushorinkan|Te,0,https://en.wikipedia.org/wiki/Seiichi_Iju,Shito-Ryu,Shorin-Ryu,Shotokan,Karate,Kobayashi Shorin-Ryu,Okinawan Karate,Shorin-ryu Shorinkan,Shorinkan,shorinkan,shorinryushorinkan
C00467,,Seiichiro Higa,Seiichiro Higa,Seiichiro Higa,Seiichiro,Higa,Seiichiro,Higa,Seiichiro Higa,Seiichiro Higa,,,,,unknown,,1,,Karate,,,,,,,,,
C00468,,Seiichi Shiroma,Seiichi Shiroma,Seiichi Shiroma,Seiichi,Shiroma,Seiichi,Shiroma,Seiichi Shiroma,Seiichi Shiroma,,,,,unknown,,1,,Karate,,,,,,,,,
C00469,,Seiichi Taba,Seiichi Taba,Seiichi Taba,Seiichi,Taba,Seiichi,Taba,Seiichi Taba,Seiichi Taba,,,,,unknown,,1,,Karate,,,,,,,,,
C00470,,Seiji Inamine,Seiji Inamine,Seiji Inamine,Seiji,Inamine,Seiji,Inamine,Seiji Inamine,Seiji Inamine,,,,,unknown,,1,,Karate,,,,,,,,,
C00471,,Seijin Inamine,Seijin Inamine,Seijin Inamine,Seijin,Inamine,Seijin,Inamine,Seijin Inamine,Seijin Inamine,,,,,unknown,,1,,Karate,,,,,,,,,
C00472,,Seijiro Maehara,Seijiro Maehara,Seijiro Maehara,Seijiro,Maehara,Seijiro,Maehara,Seijiro Maehara,Seijiro Maehara,,,,,unknown,,1,,Karate,,,,,,,,,
C00473,,Seiken Tamanaha,Seiken Tamanaha,Seiken Tamanaha,Seiken,Tamanaha,Seiken,Tamanaha,Seiken Tamanaha,Seiken Tamanaha,,,,,unknown,,1,,Karate,,,,,,,,,
C00474,,Seiki Arakaki,Seiki Arakaki,Seiki Arakaki,Seiki,Arakaki,Seiki,Arakaki,Seiki Arakaki,Seiki Arakaki,,,,,unknown,,1,,Karate,,,,,,,,,
C00475,,Seikichi Higa,Seikichi Higa,Seikichi Higa,Seikichi,Higa,Seikichi,Higa,Seikichi Higa,Seikichi Higa,,,,,unknown,,1,,Karate,,,,,,,,,
C00476,,Seikichi Hokama,Seikichi Hokama,Seikichi Hokama,Seikichi,Hokama,Seikichi,Hokama,Seikichi Hokama,Seikichi Hokama,,,,,unknown,,1,,Karate,,,,,,,,,
Q7446770,Q7446770,Seikichi Iha,Seikichi Iha,Seikichi Iha,Seikichi,Iha,Seikichi,Iha,Seikichi Iha,Seikichi Iha,1932,,1957,1957,unknown,Shorin-ryu Shido-kan,0,,Shorin-ryu Shido-kan,,,,,,,,,
C00477,,Seikichi Iha,Seikichi Iha,Seikichi Iha,Seikichi,Iha,Seikichi,Iha,Seikichi Iha,Seikichi Iha,,,,,unknown,,1,,Karate,,,,,,,,,
Q15987278,Q15987278,Seikichi Odo,Seikichi Odo,Seikichi Odo,Seikichi,Odo,Seikichi,Odo,Seikichi Odo,Seikichi Odo,1926,2002,1951,1951,Shuri,Kenpo|Okinawan Kobudo|Isshin-Ryu|Shorin-Ryu|Chito-Ryu|incorporated Kobudo|Karate|Karate Kobudo|Kempo|Okinawa-te|Okinawan Karate|Okinawan Kenpo Karate|Ryukyu Hon Kenpo Kobujutsu Federation|Shorinji-Ryu|Te,0,https://en.wikipedia.org/wiki/Seikichi_Odo,Kenpo,Okinawan Kobudo,Isshin-Ryu,Shorin-Ryu,Chito-Ryu,incorporated Kobudo,Karate,Karate Kobudo,Kempo,Okinawa-te
Q3954660,Q3954660,Seikichi Toguchi,Seikichi Toguchi,Seikichi Toguchi,Seikichi,Toguchi,Seikichi,Toguchi,Seikichi Toguchi,Seikichi Toguchi,1917,1998,1942,1942,Naha,Goju-Ryu|Karate|Okinawan Karate|Shoreikan|Te,0,https://en.wikipedia.org/wiki/Seikichi_Toguchi,Goju-Ryu,Karate,Okinawan Karate,Shoreikan,Te,,,,,
C00478,,Seikichi Uehara,Seikichi Uehara,Seikichi Uehara,Seikichi,Uehara,Seikichi,Uehara,Seikichi Uehara,Seikichi Uehara,,,,,unknown,,1,,Karate,,,,,,,,,
C00479,,Seiki Ire,Seiki Ire,Seiki Ire,Seiki,Ire,Seiki,Ire,Seiki Ire,Seiki Ire,,,,,unknown,,1,,Karate,,,,,,,,,
C00480,,Seiki Itokazu,Seiki Itokazu,Seiki Itokazu,Seiki,Itokazu,Seiki,Itokazu,Seiki Itokazu,Seiki Itokazu,,,,,unknown,,1,,Karate,,,,,,,,,
C00481,,Seiko Goya,Seiko Goya,Seiko Goya,Seiko,Goya,Seiko,Goya,Seiko Goya,Seiko Goya,,,,,unknown,,1,,Karate,,,,,,,,,
Q7447367,Q7447367,Seko Higa,Sekō Higa,Seko Higa,Sekō,Higa,Seko,Higa,Sekō Higa,Seko Higa,1898,1966,1923,1923,Naha,Goju-Ryu|FileSeko Higa - Shodokan Goju-Ryujpg|Karate|Karate Kobudo|Meibukan|Okinawan Karate|Shodokan Goju-Ryu|Shoreikan|Te,0,https://en.wikipedia.org/wiki/Sek%C5%8D_Higa,Goju-Ryu,FileSeko Higa - Shodokan Goju-Ryujpg,Karate,Karate Kobudo,Meibukan,Okinawan Karate,Shodokan Goju-Ryu,Shoreikan,Te,
C00483,,Seiko Itokazu,Seiko Itokazu,Seiko Itokazu,Seiko,Itokazu,Seiko,Itokazu,Seiko Itokazu,Seiko Itokazu,,,,,unknown,,1,,Karate,,,,,,,,,
C00484,,Seiko Nakamoto,Seiko Nakamoto,Seiko Nakamoto,Seiko,Nakamoto,Seiko,Nakamoto,Seiko Nakamoto,Seiko Nakamoto,,,,,unknown,,1,,Karate,,,,,,,,,
C00485,,Seiro Tonaki,Seiro Tonaki,Seiro Tonaki,Seiro,Tonaki,Seiro,Tonaki,Seiro Tonaki,Seiro Tonaki,,,,,unknown,,1,,Karate,,,,,,,,,
C00486,,Seisaburo Miyagi,Seisaburo Miyagi,Seisaburo Miyagi,Seisaburo,Miyagi,Seisaburo,Miyagi,Seisaburo Miyagi,Seisaburo Miyagi,,,,,unknown,,1,,Karate,,,,,,,,,
C00487,,Seishin Arashiro,Seishin Arashiro,Seishin Arashiro,Seishin,Arashiro,Seishin,Arashiro,Seishin Arashiro,Seishin Arashiro,,,,,unknown,,1,,Karate,,,,,,,,,
C00488,,Seishin Shirado,Seishin Shirado,Seishin Shirado,Seishin,Shirado,Seishin,Shirado,Seishin Shirado,Seishin Shirado,,,,,unknown,,1,,Karate,,,,,,,,,
