teacher_id,teacher,student_id,student,confidence,evidence,direction_flipped
Q1908090,Shinpo Matayoshi,Q15987278,Seikichi Odo,high,research:https://en.wikipedia.org/wiki/Seikichi_Odo | research:https://pelletierskarate.com/about-karate/brief-history-of-okinawa-kenpo/,
Q1908090,Shinpo Matayoshi,Q2025214,Tadashi Yamashita,medium,infobox:teacher | research:http://jmaany.weebly.com/matayoshi-kobud333.html,
Q1908090,Shinpo Matayoshi,Q6766745,Mark Bishop,high,book:Bishop p.162,
Q1929108,Kusanku,A0162,Shiohira Peichin (Shionja),low,research:http://www.budopedia.de/wiki/K%C5%ABshank%C5%AB | research:https://de.wikipedia.org/wiki/Kosokun_dai | research:https://www.ajkai.com/karate/,
Q1929108,Kusanku,Q542989,Chatan Yara,medium,infobox:teacher | research:https://en.wikipedia.org/wiki/K%C5%ABsank%C5%AB | wikidata:P1066,
Q1929108,Kusanku,Q921673,Kanga Sakukawa,medium,infobox:teacher | research:https://en.wikipedia.org/wiki/Sakugawa_Kanga | research:https://ilpracticalkarate.com/kishimotodi,
Q1937662,Minoru Mochizuki,J0189,Hiroo Mochizuki,high,research:https://ja.wikipedia.org/wiki/%E6%9C%9B%E6%9C%88%E7%A8%94,
Q1963468,Shoshin Nagamine,A0021,Seiki Toma,low,research:https://shuriway.com/toma.html,
Q1963468,Shoshin Nagamine,A0053,Chotoku Omine,high,research:https://ominekarate.com/?p=240 | research:https://en.wikipedia.org/wiki/Matsubayashi-ry%C5%AB,
Q1963468,Shoshin Nagamine,A0054,Kensei Taba,high,research:https://moeweb.wixsite.com/shorin-ryu/taba-kensei | research:https://www.skildojo.ca/page/shogen-ryu-karate-do | research:https://karatedr.com/about-us,
Q1963468,Shoshin Nagamine,A0055,Yoshitaka Taira,high,research:http://matsubayashi-ryu.com/yoshitaka-taira-hanshi-10th-dan/ | research:https://en.wikipedia.org/wiki/Takayoshi_Nagamine | research:https://en.wikipedia.org/wiki/Matsubayashi-ry%C5%AB,
Q1963468,Shoshin Nagamine,A0056,Toshimitsu Arakaki,medium,research:https://en.wikipedia.org/wiki/Takayoshi_Nagamine | research:https://en.wikipedia.org/wiki/Matsubayashi-ry%C5%AB,
Q1963468,Shoshin Nagamine,A0057,James Wax,high,research:https://shorin-ryu.net/nagamine_bios.html | research:https://www.matsunokikarate.com/hanshi-frank-grant,
Q1963468,Shoshin Nagamine,A0058,Frank Grant,medium,research:https://shorin-ryu.net/nagamine_bios.html | research:https://www.matsunokikarate.com/hanshi-frank-grant,
Q1963468,Shoshin Nagamine,A0063,Masao Shima,low,research:https://okinawanshorinryuindia.com/Ota%20Eihachi.html,
Q1963468,Shoshin Nagamine,A0064,Eihachi Ota,medium,research:https://okinawanshorinryuindia.com/Ota%20Eihachi.html | research:https://en.wikipedia.org/wiki/Matsubayashi-ry%C5%AB,
Q1963468,Shoshin Nagamine,B0019,Masao Kobayashi,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,B0027,Masanori Ishikawa,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00092,Harumi Takami,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00099,Jokei Kushi,high,research:https://okic.okinawa/en/archives/newstopics/p4074 | research:https://www.amazon.com/Matsubayashi-Shorin-Ryu-Shoshin-Nagamine-Takayoshi/dp/B00005RHGP,
Q1963468,Shoshin Nagamine,C00105,Kaoru Kinjo,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00135,Ichiro Shirasaka,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00142,Isoroku Katagiri,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00191,Kunihiro Kato,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00219,Kazuo Tabata,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00220,Keiichi Suji,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00327,Masakatsu Inezuka,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00335,Tadashi Nakagawa,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00344,Masao Mizutani,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00372,Toshizo Egawa,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00512,Shinsaku Minami,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00518,Shinyei Kyan,high,research:https://karate-schwerte.de/yamanni-chinen-ryu-kobujutsu/ | research:https://www.amazon.com/Matsubayashi-Shorin-Ryu-Shoshin-Nagamine-Takayoshi/dp/B00005RHGP,
Q1963468,Shoshin Nagamine,C00568,Takasuga Kitamura,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00586,Teruo Hayashi,medium,research:https://es.wikipedia.org/wiki/Teruo_Hayashi | research:https://shuriway.com/hayashi.html,
Q1963468,Shoshin Nagamine,C00654,Yoshiaki Iwanishi,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,C00666,Yukio Adachi,medium,book:Bishop p.95,
Q1963468,Shoshin Nagamine,J0014,Yara Choi,medium,research:https://hakushinkan.sakura.ne.jp/history.html (chronology: in 1953 he took a place in Nagamine Shoshin's dojo in Naha; secondary influence rather than main teacher),
Q1963468,Shoshin Nagamine,J0015,Isao Shima,low,research:Inferred: a Matsubayashi-ryu hanshi 10th dan of his generation performing at the official 2009 Okinawa tournament would have trained in Nagamine Shoshin's line; no source names his teacher explicitly,
Q1963468,Shoshin Nagamine,J0017,Giyu Gibo,low,research:https://matsumura-kai.com/okinawa-shorin-ryu-shobu-kan-association/ says he 'received karate lessons from many masters including Grand Master Nagamine and Nakahara'; which Nagamine is not specified,
Q1963468,Shoshin Nagamine,N0066,Ichiro Nagamine,high,book:Nagamine/Cramer/Guarelli PDF PAGE 10,
Q1963468,Shoshin Nagamine,N0068,Kiyoshi Shinjo,high,"book:Nagamine, Tales of Okinawa's Great Masters PDF 33",
Q1963468,Shoshin Nagamine,Q11501557,Kiyoshi Arakaki,low,research:https://www.amazon.com/Secrets-Okinawan-Karate-Techniques-Bushido/dp/4770027591,
Q1963468,Shoshin Nagamine,Q4770567,Ansei Ueshiro,high,research:http://midtownkaratedojo.com/HistoryUeshiro.html | research:http://www.nevekarate.com/SRKUSA_History.html | wikidata:P802,
Q1963468,Shoshin Nagamine,Q5104212,Chokei Kishaba,high,research:https://en.wikipedia.org/wiki/Sh%C5%8Drin-ry%C5%AB_Kishaba_Juku | wikidata:P802,
Q1963468,Shoshin Nagamine,Q6378081,Katsuhiko Shinzato,high,infobox:students | research:https://en.wikipedia.org/wiki/Katsuhiko_Shinzato | research:https://en.wikipedia.org/wiki/Sh%C5%8Dshin_Nagamine | wikidata:P802,
Q1963468,Shoshin Nagamine,Q7147128,Patrick McCarthy,high,"book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 14",
Q1963468,Shoshin Nagamine,Q7446670,Seigi Nakamura,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Sh%C5%8Dshin_Nagamine | wikidata:P1066 | wikidata:P802,
Q1963468,Shoshin Nagamine,Q7677484,Takayoshi Nagamine,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Sh%C5%8Dshin_Nagamine | research:https://en.wikipedia.org/wiki/Takayoshi_Nagamine | wikidata:P1066 | wikidata:P802,
Q2025214,Tadashi Yamashita,Q7328577,Richard Rabago,high,wikidata:P802,
Q2149940,Richard Kim,Q7147128,Patrick McCarthy,high,research:http://findingkarate.com/wordpress/patrick-mccarthy/,
Q21503589,Toru Arakawa,Q476441,Seiji Nishimura,high,research:https://en.wikipedia.org/wiki/T%C5%8Dru_Arakawa,
Q221121,Chojun Miyagi,A0011,An'ichi Miyagi,medium,research:https://iogkf.com/sensei-miyagi-anichi/ | research:https://en.wikipedia.org/wiki/Ch%C5%8Djun_Miyagi | research:http://findingkarate.com/wordpress/anichi-miyagi/,
Q221121,Chojun Miyagi,A0013,Ken Miyagi,low,research:https://karateresearch.com/2025/11/18/remembering-miyagi-chojun-a-conversation,
Q221121,Chojun Miyagi,A0078,Chojiro Tani,high,research:https://en.wikipedia.org/wiki/Ch%C5%8Djir%C5%8D_Tani | research:https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,
Q221121,Chojun Miyagi,C00034,Eizo Shimabukuro,medium,research:https://www.ikigaiway.com/in-memoriam-shimabukuro-eizo/ | research:https://www.usadojo.com/eizo-shimabukuro/ | research:https://www.usadojo.com/shobayashi-shorin-ryu/,
Q221121,Chojun Miyagi,C00045,Genkai Nakaima,high,research:https://en.wikipedia.org/wiki/G%C5%8Dj%C5%AB-ry%C5%AB | research:https://www.chandao.co.uk/blog-373232282336947/memories-of-my-esteemed-master-mr-miyagi-chojun-1-by-master-nakaima-genkai-1908-1984-2 | research:https://historyandstoriesofgojuryu.blogspot.com/2021/06/who-were-senior-students-of-chojun.html,
Q221121,Chojun Miyagi,C00148,Jinan Shinzato,high,research:https://en.wikipedia.org/wiki/G%C5%8Dj%C5%AB-ry%C5%AB | research:https://historyandstoriesofgojuryu.blogspot.com/2021/06/who-were-senior-students-of-chojun.html | research:https://ja.wikipedia.org/wiki/%E5%89%9B%E6%9F%94%E6%B5%81,
Q221121,Chojun Miyagi,C00150,Jinsei Kamiya,high,research:https://en.wikipedia.org/wiki/G%C5%8Dj%C5%AB-ry%C5%AB | research:https://historyandstoriesofgojuryu.blogspot.com/2021/06/who-were-senior-students-of-chojun.html,
Q221121,Chojun Miyagi,C00236,Kensei Kinjo,medium,book:Bishop p.121,
Q221121,Chojun Miyagi,C00296,Koshin Iha,high,research:https://ogkkb.be/19-in-memoriam/15-sensei-koshin-iha | research:http://yushikan.blogspot.com/2012/01/koshin-iha-sensei.html | research:https://en.wikipedia.org/wiki/G%C5%8Dj%C5%AB-ry%C5%AB,
Q221121,Chojun Miyagi,C00549,Sogen Sakiyama,high,research:https://budojapan.com/karate/dm10e/ | research:https://mountain-dojo.com/2020/09/18/sakiyama-sogens-last-letter/ | research:http://www.iogkf.com/newsletter/edition_2013_1/articles_pg_spongia.htm,
Q221121,Chojun Miyagi,C00660,Yoshio Itokazu,high,book:Bishop p.39,
Q221121,Chojun Miyagi,J0001,Shuichi Aragaki,high,research:https://iogkf.com/2021/09/in-memory-of-aragaki-shuichi-sensei/,
Q221121,Chojun Miyagi,J0021,Seikō Kina,medium,research:https://historyandstoriesofgojuryu.blogspot.com/2021/06/who-were-senior-students-of-chojun.html (main pre-war student; dojo in Izumizaki-cho visited by Miyagi),
Q221121,Chojun Miyagi,J0072,Masafumi Suzuki,low,research:https://amahof.asn.au/members/1996-2/masafumi-suzuki/,
Q221121,Chojun Miyagi,N0088,Eiko Miyazato,high,"book:Cramer, The History of Karate and the Masters Who Made It SECTION 23",
Q221121,Chojun Miyagi,Q15987228,Yuchoku Higa,high,infobox:teacher,
Q221121,Chojun Miyagi,Q16016038,Meitoku Yagi,high,infobox:students | research:https://en.wikipedia.org/wiki/Ch%C5%8Djun_Miyagi | research:https://en.wikipedia.org/wiki/Meitoku_Yagi,
Q221121,Chojun Miyagi,Q1908090,Shinpo Matayoshi,medium,book:Nagamine/Cramer/Guarelli guarelli02 line 57,
Q221121,Chojun Miyagi,Q268880,Gogen Yamaguchi,medium,infobox:students | infobox:teacher | wikidata:P1066,
Q221121,Chojun Miyagi,Q27363,Tatsuo Shimabuku,medium,infobox:students | infobox:teacher | text_context:teacher_keyword,
Q221121,Chojun Miyagi,Q3954660,Seikichi Toguchi,high,infobox:students | research:https://en.wikipedia.org/wiki/Ch%C5%8Djun_Miyagi | research:https://historyandstoriesofgojuryu.blogspot.com/2021/06/who-were-senior-students-of-chojun.html | text_context:teacher_keyword,
Q221121,Chojun Miyagi,Q3984846,Teruo Chinen,high,infobox:students | wikidata:P1066 | wikidata:P802,
Q221121,Chojun Miyagi,Q4351940,Yasuhiro Konishi,medium,infobox:teacher,
Q221121,Chojun Miyagi,Q5103850,Chogi Kishaba,high,infobox:teacher | wikidata:P1066 | wikidata:P802,
Q221121,Chojun Miyagi,Q5349190,Eiichi Miyazato,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Eiichi_Miyazato | research:https://en.wikipedia.org/wiki/G%C5%8Dj%C5%AB-ry%C5%AB | text_context:student_keyword | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,
Q221121,Chojun Miyagi,Q7446692,Seigo Tada,medium,infobox:students,
Q221121,Chojun Miyagi,Q7447367,Seko Higa,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Ch%C5%8Djun_Miyagi | research:https://en.wikipedia.org/wiki/Sek%C5%8D_Higa | text_context:student_keyword,
Q22124384,Hachinosuke Fukuda,Q190141,Jigoro Kano,high,wikidata:P1066,
Q23688927,Masaru Shintani,A0100,Denis Labbé,high,research:https://www.shintani.ca/team/denis-labb%C3%A9---kudan-(9th-dan) | research:https://www.shintani.ca/team,
Q23688927,Masaru Shintani,A0101,Ron Mattie,high,research:https://www.shintani.ca/team/ron-mattie---kudan-(9th-dan) | research:http://ykwadokaikarate.com/master-ron-mattie.html,
Q2393877,Chotoku Kyan,C00034,Eizo Shimabukuro,high,research:https://en.wikipedia.org/wiki/Sh%C5%8Dbayashi_Sh%C5%8Drin-ry%C5%AB | research:https://www.usadojo.com/eizo-shimabukuro/ | research:https://www.usadojo.com/shobayashi-shorin-ryu/ | research:https://www.whistlekickmartialartsradio.com/blog/955-eizo-shimabukuro-legacy,
Q2393877,Chotoku Kyan,C00098,Joen Nakazato,high,research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan | research:http://www.okinawakarateshorinjiryu.com/lineage.html | research:https://www.ikigaiway.com/tribute-to-nakazato-joen/,
Q2393877,Chotoku Kyan,C00350,Taro Shimabuku,medium,book:Bishop p.91,
Q2393877,Chotoku Kyan,C00503,Senmatsu Unten,medium,book:Bishop p.93,
Q2393877,Chotoku Kyan,N0040,Shinzou Ishida,medium,"book:Nagamine, Tales of Okinawa's Great Masters PDF 109",
Q2393877,Chotoku Kyan,Q135222893,Tsuyoshi Chitose,medium,infobox:teacher | research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan,
Q2393877,Chotoku Kyan,Q1620643,Kori Hisataka,high,infobox:students | research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan | wikidata:P802,
Q2393877,Chotoku Kyan,Q189805,Zenryo Shimabukuro,high,infobox:students | research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan | research:https://en.wikipedia.org/wiki/Zenry%C5%8D_Shimabukuro,
Q2393877,Chotoku Kyan,Q1908090,Shinpo Matayoshi,medium,book:Bishop p.161,
Q2393877,Chotoku Kyan,Q1963468,Shoshin Nagamine,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan | wikidata:P1066,
Q2393877,Chotoku Kyan,Q27363,Tatsuo Shimabuku,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan | text_context:teacher_keyword | wikidata:P1066 | wikidata:P802,
Q2393877,Chotoku Kyan,Q557301,Ankichi Arakaki,medium,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan,
Q2393877,Chotoku Kyan,W0028,Ansei Arakaki,high,"book:Nagamine, Tales of Okinawa's Great Masters PDF 109",
Q2453372,Kyuzo Mifune,Q716152,Shoji Nishio,medium,research:https://en.wikipedia.org/wiki/Shoji_Nishio,
Q2473562,Kanbun Uechi,A0008,Seiyu Shinjo,high,research:https://www.kenyukaiinternational.com/history | research:https://kenyukai-md.com/kenyukai | research:https://www.alandollar.com/uechi/hist_kanbun.htm,
Q2473562,Kanbun Uechi,A0009,Seiko Toyama,high,research:https://en.wikipedia.org/wiki/Kanbun_Uechi | research:https://www.uechiryu-europe.org/en/chronologie/ | research:https://www.alandollar.com/uechi/hist_kanbun.htm,
Q2473562,Kanbun Uechi,C00064,Seiryo Shinjo,high,research:https://en.wikipedia.org/wiki/Kanbun_Uechi | research:https://okdkarate.com/uechi-ryu-karate/ | research:https://www.kenyukaiinternational.com/history,
Q2473562,Kanbun Uechi,C00441,Ryuyu Tomoyose,high,research:https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | research:https://uechi-ryu.com/ryuyu-tomoyose/,
Q2473562,Kanbun Uechi,C00444,Saburo Uehara,high,research:https://uechi-ryu.com/saburo-uehara/ | research:https://en.wikipedia.org/wiki/Kanbun_Uechi,
Q2473562,Kanbun Uechi,Q1728269,Kanei Uechi,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q251784,Annan,B0012,Shiroma (Gusukuma) of Tomari,high,book:Bishop p.85,
Q251784,Annan,Q3028499,Kosaku Matsumora,high,research:http://tanzadeh.com/kosaku-matsumora-1829-1898/ | research:https://katastepbystep.com/karate-styles-tomari-te/,
Q251784,Annan,Q6426547,Kokan Oyadomari,low,research:https://en.wikipedia.org/wiki/Kokan_Oyadomari | research:http://tanzadeh.com/kokan-oyadomari-1827-1905/,
Q2599967,Morio Higaonna,A0014,Tetsuji Nakamura,high,research:https://iogkf.com/sensei-nakamura-tetsuji/ | research:https://en.wikipedia.org/wiki/Morio_Higaonna,
Q2599967,Morio Higaonna,A0015,Kazuo Terauchi,high,research:https://iogkf.com/2016/05/your-budosai-instructors/ | research:https://en.wikipedia.org/wiki/Morio_Higaonna,
Q2599967,Morio Higaonna,A0016,Bakkies Laubscher,high,research:https://www.bakkieslaubscher.co.za/about-sensei-bakkies-laubscher/ | research:https://iogkf.com/2016/03/interview-with-sensei-bakkies-laubscher/ | research:https://en.wikipedia.org/wiki/Morio_Higaonna,
Q2599967,Morio Higaonna,Q6766745,Mark Bishop,high,book:Bishop p.33,
Q2599967,Morio Higaonna,Q7614483,Steven Bellamy,high,wikidata:P802,
Q2636225,Kazuyoshi Ishii,A0199,Nobuaki Kakuda,medium,research:https://ja.wikipedia.org/wiki/%E8%A7%92%E7%94%B0%E4%BF%A1%E6%9C%97,
Q2636225,Kazuyoshi Ishii,J0186,Sam Greco,low,research:https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%A0%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%B3,
Q2636225,Kazuyoshi Ishii,Q11383484,Masaaki Satake,high,wikidata:P1066,
Q2636225,Kazuyoshi Ishii,Q123398,Andy Hug,medium,research:https://en.wikipedia.org/wiki/Andy_Hug | research:https://en.wikipedia.org/wiki/Seidokaikan | research:https://en.wikipedia.org/wiki/Kazuyoshi_Ishii,
Q2664662,Shokei Matsui,Q11258528,Kenji Yamaki,low,wikidata:P802,
Q2664662,Shokei Matsui,Q5361556,Hajime Kazumi,medium,research:https://en.wikipedia.org/wiki/Hajime_Kazumi,
Q2673,Chuck Norris,Q2079584,Robert Wall,high,wikidata:P802,
Q2673,Chuck Norris,Q6266828,Johnny Gyro,medium,wikidata:P802,
Q2673,Chuck Norris,Q7143413,Pat E Johnson,low,wikidata:P802,
Q268880,Gogen Yamaguchi,A0136,Gosen Yamaguchi,high,research:http://www.gojukai.com.au/gosen_yamaguchi.html,
Q268880,Gogen Yamaguchi,A0216,Shuji Tasaki,high,research:http://www.gojuryu.gr/jkfgojukai/index.php/en/history-menu-en/8-iuji-tasaki-president-and-founder-of-seiwa-kai | research:http://www.brisbanegojukarate.com.au/about/shuji-tasaki/ | research:https://www.seiwakaiusa.com/,
Q268880,Gogen Yamaguchi,A0217,So Nei Chu,high,"book:Cramer, The History of Karate and the Masters Who Made It SECTION 25",
Q268880,Gogen Yamaguchi,C00085,Gosei Yamaguchi,high,research:http://findingkarate.com/wordpress/gosei-yamaguchi/ | research:https://www.usadojo.com/gosei-yamaguchi/,
Q268880,Gogen Yamaguchi,C00086,Goshi Yamaguchi,high,research:http://findingkarate.com/wordpress/goshi-yamaguchi/ | research:https://martialartstoronto.ca/an-interview-with-goshi-yamaguchi-by-graham-noble/,
Q268880,Gogen Yamaguchi,N0221,James Genovese,medium,"book:Cramer, The History of Karate and the Masters Who Made It SECTION 25",
Q268880,Gogen Yamaguchi,Q115091,Peter Urban,high,infobox:students,
Q268880,Gogen Yamaguchi,Q1738762,Kenji Kurosaki,medium,infobox:students | infobox:teacher,
Q268880,Gogen Yamaguchi,Q294548,Mas Oyama,medium,infobox:students | infobox:teacher,
Q268880,Gogen Yamaguchi,Q3898157,Paul Starling,high,infobox:students | research:http://www.gojukai.com.au/Paul_Starling_Shihan.html | research:https://en.wikipedia.org/wiki/Paul_Starling | wikidata:P802,
Q268880,Gogen Yamaguchi,Q7040172,Nisar Smiler,medium,wikidata:P802,
Q268880,Gogen Yamaguchi,Q7808402,Tino Ceberano,high,wikidata:P802,
Q27363,Tatsuo Shimabuku,A0131,Eiko Kaneshi,high,research:https://en.wikipedia.org/wiki/Tatsuo_Shimabuku | research:https://isshinryukarate.net/shimabuku.html | research:https://www.isshinkai.net/history3-The_Megami_Patch.html,
Q27363,Tatsuo Shimabuku,A0158,Steve Armstrong,high,research:https://en.wikipedia.org/wiki/Tatsuo_Shimabuku | research:https://www.daichiisshinryu.com/bio-armstrong,
Q27363,Tatsuo Shimabuku,A0223,Sherman Harrill,high,research:https://en.wikipedia.org/wiki/Tatsuo_Shimabuku | research:https://military-history.fandom.com/wiki/Sherman_Harrill | research:http://www.msisshinryu.com/articles/shermspeaks.shtml,
Q27363,Tatsuo Shimabuku,C00034,Eizo Shimabukuro,medium,research:https://www.usadojo.com/eizo-shimabukuro/,
Q27363,Tatsuo Shimabuku,C00247,Kichiro Shimabuku,high,research:https://en.wikipedia.org/wiki/Tatsuo_Shimabuku | research:https://en.wikipedia.org/wiki/Isshin-ry%C5%AB,
Q27363,Tatsuo Shimabuku,Q4763171,Angi Uezu,high,research:https://en.wikipedia.org/wiki/Tatsuo_Shimabuku | wikidata:P802,
Q27363,Tatsuo Shimabuku,Q4785266,Arcenio James Advincula,high,infobox:students,
Q27363,Tatsuo Shimabuku,Q48441622,Harold Long,high,research:https://en.wikipedia.org/wiki/Harold_G._Long | research:https://usika.com/harold-g-long/,
Q27363,Tatsuo Shimabuku,Q5294533,Donald Hugh Nagle,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q27363,Tatsuo Shimabuku,Q5661611,Harold M Mitchum,high,wikidata:P802,
Q276730,Kosei Nishihira,A0073,Giuseppe Meloni,medium,research:https://en.wikipedia.org/wiki/Nishihira_Kosei,
Q276730,Kosei Nishihira,A0074,Ricky Rose,medium,research:https://en.wikipedia.org/wiki/Nishihira_Kosei,
Q276730,Kosei Nishihira,A0075,Theodore Lange,medium,research:https://en.wikipedia.org/wiki/Nishihira_Kosei,
Q276730,Kosei Nishihira,A0076,Steve Watson,medium,research:https://en.wikipedia.org/wiki/Nishihira_Kosei,
Q276730,Kosei Nishihira,A0077,Richard Boyden,medium,research:https://en.wikipedia.org/wiki/Nishihira_Kosei,
Q2915906,Teruyuki Okazaki,Q5490474,Frank Woon-a-tai,medium,infobox:students,
Q2915906,Teruyuki Okazaki,Q709520,Tetsuhiko Asai,high,infobox:teacher | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,J0182,William Oliver,high,research:https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8,
Q294548,Mas Oyama,J0183,Ademir da Costa,medium,research:https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8,
Q294548,Mas Oyama,J0184,Michel Wedel,medium,research:https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8,
Q294548,Mas Oyama,J0185,Gerard Gordeau,low,research:https://ja.wikipedia.org/wiki/%E6%A5%B5%E7%9C%9F%E4%BC%9A%E9%A4%A8,
Q294548,Mas Oyama,Q11258528,Kenji Yamaki,high,wikidata:P802,
Q294548,Mas Oyama,Q11428483,Norichika Tsukamoto,medium,wikidata:P802,
Q294548,Mas Oyama,Q11436963,Noboru Osawa,high,wikidata:P802,
Q294548,Mas Oyama,Q11463345,Kazuhiko Ogasawara,low,research:https://www.kyokushinkaikan.org/en/philosophy/history/ | research:https://en.wikipedia.org/wiki/List_of_Kyokushin_practitioners,
Q294548,Mas Oyama,Q11474560,Tatsuya Iwasaki,high,wikidata:P802,
Q294548,Mas Oyama,Q11486455,Tsuyoshi Hiroshige,high,research:https://ja.wikipedia.org/wiki/廣重毅 | research:https://efight.jp/news-20180418_284873,
Q294548,Mas Oyama,Q11557545,Noriyasu Hamai,high,wikidata:P802,
Q294548,Mas Oyama,Q1738762,Kenji Kurosaki,high,infobox:teacher | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q221797,Bobby Lowe,high,wikidata:P802,
Q294548,Mas Oyama,Q2636225,Kazuyoshi Ishii,high,wikidata:P802,
Q294548,Mas Oyama,Q2664662,Shokei Matsui,high,infobox:teacher | research:https://en.wikipedia.org/wiki/Shokei_Matsui | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q28466388,Brian Fitkin,high,wikidata:P802,
Q294548,Mas Oyama,Q3115887,Kenji Midori,high,infobox:teacher | research:https://en.wikipedia.org/wiki/Kenji_Midori | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q320773,Shigeru Oyama,high,infobox:teacher | research:https://en.wikipedia.org/wiki/Shigeru_Oyama | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q3984847,Terutomo Yamazaki,high,research:https://en.wikipedia.org/wiki/Terutomo_Yamazaki | research:https://www.kyokushinkaikan.org/ja/news/2025/06/23/0623_01/,
Q294548,Mas Oyama,Q4057557,Takashi Azuma,high,wikidata:P802,
Q294548,Mas Oyama,Q4340863,Yasuhiko Oyama,high,wikidata:P802,
Q294548,Mas Oyama,Q4701154,Akira Masuda,high,research:https://en.wikipedia.org/wiki/Akira_Masuda | research:https://www.kyokushinkaikan.org/en/philosophy/history/ | wikidata:P802,
Q294548,Mas Oyama,Q5361556,Hajime Kazumi,high,wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q560761,Jon Bluming,high,wikidata:P1066,
Q294548,Mas Oyama,Q5610965,Howard Collins,high,infobox:teacher | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q562024,Steve Arneil,high,infobox:teacher | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q562887,Joko Ninomiya,high,wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q6130268,Yoshiji Soeno,high,research:https://ja.wikipedia.org/wiki/添野義二 | research:https://en.wikipedia.org/wiki/Yoshiji_Soeno,
Q294548,Mas Oyama,Q6378060,Katsuaki Sato,high,wikidata:P802,
Q294548,Mas Oyama,Q6739958,Makoto Nakamura,high,research:https://kyokushinkaikansrilanka.com/head-of-i-k-o-nakamura/ | research:https://taigadojo.com/ikok-sonoda/,
Q294548,Mas Oyama,Q6884566,Miyuki Miura,high,infobox:teacher | wikidata:P1066 | wikidata:P802,
Q294548,Mas Oyama,Q706955,Tadashi Nakamura,high,wikidata:P802,
Q294548,Mas Oyama,Q7173266,Peter Chong,high,wikidata:P802,
Q294548,Mas Oyama,Q7800728,Ticky Donovan,medium,infobox:teacher,
Q294548,Mas Oyama,Q912181,Nicholas Pettas,high,research:https://en.wikipedia.org/wiki/Nicholas_Pettas | research:https://kwusenshi.com/profile/shihan-nicholas-pettas/ | research:https://the-martial-way.com/posts/nicholas-pettas-blue-eyed-samurai/,
